NPC_SEARCH	Npc Arama
MAP_SKIPIA_DUNGEON_BOSS_2	Örümcek Zindaný 2
MAP_SKIPIA_DUNGEON_BOSS_3	Örümcek Zindaný 3
MAP_SNOW	Sohan Daðý
MAP_SPIDER	Kuahlo Dong
MAP_SPIDERDUNGEON	Örümcek Zindaný 1
MAP_SPIDERDUNGEON_02	Örümcek Zindaný 2
MAP_SPIDERDUNGEON_02_1	Örümcek Zindaný 2
MAP_SPIDERDUNGEON_03	Örümcek Zindaný 3
MAP_SUNGZI	Ýmparatorluk Savaþý
MAP_SUNGZI_DESERT_01	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_SUNGZI_DESERT_HILL_01	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_SUNGZI_DESERT_HILL_02	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_SUNGZI_DESERT_HILL_03	Ýmparatorluk Savaþý - Çöl Diyarý
MAP_SUNGZI_FLAME_HILL_01	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_SUNGZI_FLAME_HILL_02	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_SUNGZI_FLAME_HILL_03	Ýmparatorluk Savaþý - Ateþ Diyarý
MAP_SUNGZI_SNOW	Ýmparatorluk Savaþý - Buz Daðý
MAP_SUNGZI_SNOW_PASS01	Ýmparatorluk Savaþý - Buz Daðý
MAP_SUNGZI_SNOW_PASS02	Ýmparatorluk Savaþý - Buz Daðý
MAP_SUNGZI_SNOW_PASS03	Ýmparatorluk Savaþý - Buz Daðý
MAP_T1	Lonca Savaþý Bölgesi
MAP_T2	Lonca Savaþý Bölgesi
MAP_T3	Lonca Savaþý Bölgesi
MAP_T4	Lonca Savaþý Bölgesi
MAP_TEMPLE	Hwang Tapýnaðý
MAP_THUNDER	Yýldýrým Daðlarý
MAP_TREE	Lungsam
MAP_TRENT	Hayalet Ormaný
MAP_TRENT02	Kýrmýzý Orman
MAP_TRENT02_A	Kýzýl Orman
MAP_TRENT_A	
MAP_WEDDING_01	Düðün Köyü
MAP_WL	Yýlan Vadisi
MAP_WL_01	Yýlan Vadisi
MC_ACCUMULATION_COUNT	Toplanan Canavar Kartlarý: %d
MC_ALTER_TEXT	Görev seviyesi %d
MC_CARD_FALL_SHORT	Kaydedilen kartlar yetersiz.
MC_CARD_SHUFFLE	Kartlarý yeniden düzenlemek mi istiyorsun?
MC_INIT_ITEM_FALL_SHORT	%d adet yeni baþlangýç kartýna ihtiyacýn var.
MC_MISSION_FAIL_MSG	Etkin görevin yok, ya da sýnýr aþýlmýþ.
MC_MISSION_INIT	Görevi 1. seviyeye geri almak ister misin?
MC_MISSION_NO_CLEAR	Önce görevi tamamlaman gerekiyor.
MC_MOTION_BUTTON_OVER_MSG	Bu seçenek 2. yýldýzdan itibaren mevcut.
MC_POLY_BUTTON_OVER_MSG	Bu seçenek 3. yýldýzdan itibaren mevcut.
MC_POLY_FAIL	Þu an kendini dönüþtüremezsin.
MC_POLY_QUESTION	Kendini bir canavara dönüþtürmek mi istiyorsun?
MC_PROMOTION_MAX	Artýk bir geliþtirme yapýlamaz.
MC_PROMOTION_QUESTION	Seviyeyi yükseltmek mi istiyorsun?
MC_QUESTION_BUTTON_DESC1	Geri alma 24 saat içinde sadece 6 kez yapýlabilir.
MC_QUESTION_BUTTON_DESC2	Bu sýnýrý aþan her geri alma iþlemi için daha fazla yeni baþlangýç kartý gerekir.
MC_QUESTION_BUTTON_DESC3	Kalan soðuma süresini görüntülemek için buraya týkla.
MC_REWARD_FAIL	Envanterinde yer yok.
MC_REWARD_MISSION	Canavar kartýný þimdi almak ister misin?
MC_SHUFFLE_NO_ITEM	Yeni düzen kartýn yok.
MC_TIME	Soðuma süresi: %s
MC_TRADE_QUESTION	%d kartýn eksilir. Devam et?
MC_USE_ITEM_FAIL	Bu kart eklenemez.
MC_USE_ITEM_QUESTION	Bu canavar kartýný eklemek ister misin?
MC_WARP_BUTTON_OVER_MSG	Bu seçenek 4. yýldýzdan itibaren mevcut.
MC_WARP_FAIL	Artýk ýþýnlanamazsýn.
MC_WARP_LIMIT_LEVEL	Þu anki seviyen ýþýnlanmaya yetmiyor.
MC_WARP_QUESTION	Bu canavarýn bölgesine ýþýnlanmak ister misin?
MD_POPUP_MSG_1	Sadece Zodyak Tapýnaðý'ndan girebilirsin.
MD_POPUP_MSG_2	Zodyak bekçileri güçlerini yenilemeli.\nOnlara biraz zaman taný.
MD_SYSTEM_MSG_1	Zombi deðilsin. Ölü iken savaþamazsýn.
MEDAL_OF_HONOR	Onur madalyasý
MEDAL_OF_HONOR_SYSTEM_PICK	Alýnan eþya: Onur madalyasý x %d
MESSENGER_ADD_BLOCK_FRIEND	Ekle
MESSENGER_ADD_FRIEND	Arkadaþ ekle
MESSENGER_BLOCK	Engellendi
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s seni arkadaþ olarak ekledi.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	Kabul et?
MESSENGER_DO_YOU_DELETE	Sil?
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	Cep telefonu numaranýzý silmek istiyor musunuz?
MESSENGER_DO_YOU_MOVE	Devam etmek istiyor musun?
MESSENGER_EMPTY_LIST	Boþ
MESSENGER_FAMILY	Aile
MESSENGER_FRIEND	Arkadaþlar
MESSENGER_GUILD	Lonca
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	Cep telefonunuza gönderilen onay numarasýný giriniz.
MESSENGER_INPUT_MOBILE_AUTHORITY_TITLE	Onaylama kodunu gir.
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_1	Text mesajlarýnýn gönderilmesi için cep telefonu numaranýzý giriniz.
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_2	Numarayý þimdi girmek istiyor musun?
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_TITLE	Cep telefonu numaranýzý giriniz.
MESSENGER_SEND_MOBILE_MESSAGE_TITLE	Mesaj gönder.
METIN_TEST	
MINIGAMEUI_CALENDAR	Etkinlik Takvimi
MINIGAME_FISH_EVENT_ADD_ACCEPT	Bunu eklemek istiyor musun?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Bu nesneyi gerçekten düþürmek istiyor musun?
MINIGAME_FISH_EVENT_REWARD_MSG	%s aldýn.
MINIGAME_FISH_EVENT_USE_ACCEPT	Bunu kullanmak istiyor musun?
MINIMAP	Küçük Haritayý aç
MINIMAP_CANNOT_SEE	Küçük Haritayi göremezsiniz.
MINIMAP_CAN_NOT_SHOW_AREAMAP	Küçük Harita görüntülenemiyor.
MINIMAP_DEC_SCALE	Uzaklaþtýr
MINIMAP_INC_SCALE	Yakýnlaþtýr
MINIMAP_OBSERVER_COUNT	%d izleyici
MINIMAP_OPEN_INGAMEEVENT	Etkinlikler
MINIMAP_SHOW_AREAMAP	Genel Görünüm Haritasý'ný aç
MINI_GAME_BNW_DONATE_QUESTION1	Baðýþlamak istiyor musun?
MINI_GAME_BNW_DONATE_QUESTION2	Bir baðýþýn bedeli 15 Kahin Jetonu.
MINI_GAME_BNW_FONT	Arial:15
MINI_GAME_BNW_GAME_GIVEUP_MSG1	Oyunu gerçekten durdurmak istediðinden emin misin?
MINI_GAME_BNW_GAME_GIVEUP_MSG2	Kazanýrsan ödüller alacaðýný unutma.
MINI_GAME_BNW_GAME_RESULT_DRAW	Berabere! %d Kahin Jetonu kazandýn.
MINI_GAME_BNW_GAME_RESULT_LOSE	Maðlubiyet! %d Kahin Jetonu kazandýn.
MINI_GAME_BNW_GAME_RESULT_SCORE	Sonuç: %d
MINI_GAME_BNW_GAME_RESULT_WIN	Galibiyet! %d Kahin Jetonu kazandýn.
MINI_GAME_BNW_NOT_ENOUGH_INVEN	Envanterinde yeterli alan yok.
MINI_GAME_BNW_NOT_ENOUGH_ITEM	Oynamak için bir Tarot kartý setine ihtiyacýn var.
MINI_GAME_BNW_NOT_ENOUGH_YANG	Oyunu baþlatmak için yeterli Yang'a sahip deðilsin.
MINI_GAME_BNW_RESULT_DRAW1	Sayýn ayný.
MINI_GAME_BNW_RESULT_DRAW2	Berabere!
MINI_GAME_BNW_RESULT_LOSE1	Sayýn daha küçük.
MINI_GAME_BNW_RESULT_LOSE2	Maðlubiyet!
MINI_GAME_BNW_RESULT_WIN1	Sayýn daha büyük.
MINI_GAME_BNW_RESULT_WIN2	Galibiyet!
MINI_GAME_BNW_START_QUESTION	Oynamak için 30.000 Yang ve bir Tarot kartý setine ihtiyacýn var. Yarýþmaya katýlmak istiyor musun?
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Birden fazla %s kullanýrsan, ayný sayýda sandýk kazanýrsýn.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	En fazla %d kral destesi kullanabilirsin.
MINI_GAME_CATCHKING_HELP_MSG1	Tüh! Kartýnýn deðeri daha düþük.\nPuan almýyorsun. Destenden yeni bir kart seç.
MINI_GAME_CATCHKING_HELP_MSG2	Aferin! Kartlarýn deðeri eþit.\n Oyun hamlen sona erdi. Destenden yeni bir kart seç.
MINI_GAME_CATCHKING_HELP_MSG3	Devam et! Kartýnýn deðeri daha yüksek.\nBir kart daha aç.
MINI_GAME_CATCHKING_HELP_MSG4	Açtýðýn kartýn menzilinde bir [5] vardý.\nMaalesef puan alamýyorsun. Þimdi kralýný seç [K].
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	Kral kaçtý! Oyun bitti. \nEn az 10 puan aldýysan, þimdi ödülünü etkinleþtirebilirsin.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	Bir ödül etkinleþtiremezsin.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	Yakýnda bir [5] var.
MINI_GAME_CATCHKING_START_QUESTION	Bu tur için senden çekilenler: %d Yang ve %s: %d adet\nÞimdi oynamak istiyor musun?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Þu kartý yakalayabilir: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Þu kartlarý yakalayabilir: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Þu kartlarý yakalayabilir: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Þu kartlarý yakalayabilir: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Þu kartlarý yakalayabilir: [1], [2], [3], [4], [5]\nBir diðer [5] açýlan kartýnla bitiþik ise,\n oyun hamlesi sonlandýrýlýr ve sen puan almazsýn.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Þu kartý yakalayabilir: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 veya üzeri
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: 400 - 549 arasý
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: 10 - 399 arasý
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	Tüm kartlarý açarsan 10 ekstra puan alýrsýn.
MINI_GAME_GIVEUP_QUESTION	Oyunu gerçekten durdurmak istediðinden emin misin? Bunu yaparak ödülden vazgeçiyorsun.
MINI_GAME_NOTICE_1	Baþlangýç oyuncusunu belirlemek için "At" butonuna týkla.
MINI_GAME_NOTICE_10	Ha! Bilgisayarý attýn.
MINI_GAME_NOTICE_11	Ne þanssýzlýk! Bilgisayar seni attý.
MINI_GAME_NOTICE_12	Elinde Yut ya da Mo vardý ve bir kez daha atabilirsin.
MINI_GAME_NOTICE_13	Oyun bitti. Ödülü teslim al.
MINI_GAME_NOTICE_2	Yut çubuklarý at.
MINI_GAME_NOTICE_3	Bilgisayar baþlangýç oyuncusunu belirlemek için Yut çubuklarý atýyor.
MINI_GAME_NOTICE_4	Bilgisayar daha düþük ya da eþdeðer atýþ yaptý ve baþlama hakkýný kazandý.
MINI_GAME_NOTICE_5	Daha düþük atýþ yaptýn ve baþlama hakkýný kazandýn.
MINI_GAME_NOTICE_6	Senin atýþýn: %s. %d kare ilerle.
MINI_GAME_NOTICE_7	Senin atýþýn: %s. 1 kare geri gitmen gerekiyor.
MINI_GAME_NOTICE_8	Atýþ: %s
MINI_GAME_NOTICE_9	Sýra bilgisayarda.
MINI_GAME_RUMI_DISCARD_QUESTION	Bu kartý atmak istediðinden emin misin?
MINI_GAME_RUMI_EXIT_QUESTION	Oyun turunu bitirip kazancýný almak mý istersin?\nBu durumda puanlarýn ve kalan kartlarýn sýfýrlanýr!
MINI_GAME_RUMI_START_QUESTION	Oyuna katýlmak için %d Yang ödeme yapman gerekiyor. Ayrýca %d kart setine sahip olmalýsýn.\nOyunu baþlat?
MINI_GAME_YUTNORI_COM_WIN	Bazen sen kazanýrsýn, bazen baþkalarý.
MINI_GAME_YUTNORI_PC_WIN	Ýþte galipler böyle olur, lalalalala!
MINI_GAME_YUTNORI_PC_WIN_SCORE	Puan durumu: %d
MINI_GAME_YUTNORI_RETHROW_BUTTON	At
MINI_GAME_YUTNORI_RETHROW_POPUP	Þanslýsýn! Sýra yine sende.
MINI_GAME_YUTNORI_SCORE_FONT	Tahoma:24b
MINI_GAME_YUTNORI_START_QUESTION	Yutnori'yi baþlatmak için %d Yang ve %d Yutnori oyun tahtasýna ihtiyacýn var. \n Þimdi oynayacak mýsýn?
MINUTE	dk.
MISTS_ISLAND_BUFF_MSG_01	Enerji +2
MISTS_ISLAND_BUFF_MSG_02	Eþya drop oraný +%10
MISTS_ISLAND_BUFF_MSG_03	Güç, zekâ, canlýlýk, çeviklik +3
MISTS_ISLAND_BUFF_MSG_04	Yang drop oraný +%10
MISTS_ISLAND_BUFF_MSG_05	Kostüm bonuslarý %3 artýrldý
MISTS_ISLAND_INFO_01	Seviyen çok düþük.
MISTS_ISLAND_INFO_02	Yetersiz Yang.
MISTS_ISLAND_INFO_03	Þu anda savaþ yok.
MISTS_ISLAND_MSG_01	%s, %s tarafýndan yok edildi.
MISTS_ISLAND_MSG_02	%s, %s noktasýný fethetti !
MISTS_ISLAND_MSG_03	%s, %s noktasýný iþgal etti!
MISTS_ISLAND_MSG_04	%s, %s noktasýna saldýrýyor!
MISTS_ISLAND_MSG_05	%s, %s ögesini %d. seviyeye baþarýyla yükseltti!
MISTS_ISLAND_MSG_06	%s svaþ alanýnda belirdi!
MISTS_ISLAND_QUESTION_01	Beþ Tapýnaðýn Savaþý'ndan çýkmak istiyor musun?
MISTS_ISLAND_QUESTION_02	Yakýn zamanda saldýrýya uðrayan tapýnaða ýþýnlanmak ister misin? \n Ücret: %s Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Ýþgal edilecek krallýk: %s
MISTS_ISLAND_TOOLTIP_03	Geliþtirme seviyesi: +%d
MISTS_ISLAND_TOOLTIP_04	Ýþgal Buffý: %s
MISTS_ISLAND_TOOLTIP_05	Tapýnaklarýn Fethi
MISTS_ISLAND_TOOLTIP_06	1. Bir tapýnak ele geçirilmeden önce yok edilmelidir.
MISTS_ISLAND_TOOLTIP_07	2. 1 dakika sonra yakýndaki en fazla savaþçýya sahip olan krallýk tapýnaðý fetheder.
MISTS_ISLAND_TOOLTIP_08	3. Tapýnak 3 dakika sonra onu fetheden krallýðýn renginde görünür.
MISTS_ISLAND_TOOLTIP_09	4. Bir tapýnak ne kadar uzun bir süre ayný krallýðýn kontrolü altýndaysa, onu yok etmek o kadar zor olur.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	On Bin
MONETARY_UNIT2	Yüz Milyon
MONEY_INPUT_DIALOG_SELLPRICE	Satýþ Fiyatý:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Ýptal
MOVE_CHANNEL_NOTICE	Kanal %d ile baðlýsýn.
MOVE_CHANNEL_NOT_MOVE	Kanalýný deðiþtiremezsin.
MOVE_CHANNEL_SELECT	Tamam
MOVE_CHANNEL_TITLE	Kanal seçimi
MOVE_ITEM_FAILURE_PRIVATE_SHOP	Özel depo açtýðýn sürece nesneleri baþka yere taþýyamazsýn.
MUSIC_EMPTY_MUSIC_LIST	Fon müziði yok.
MUSIC_METIN2_DEFAULT_THEMA	Metin2 Standart Müziði
MUSIC_NOT_SELECT_MUSIC	Hiç Müzik dosyasý seçilmedi.
NEEFD_REST	Önce dinlenmelisin.
NOT_YET_SUPPORT	Desteklenmiyor
OPEN_THE_SPECIAL_ACTION_KIT	%s duygulara eklendi.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Herhangi bir Loncada deðilken Lonca Modunu aktif edemezsiniz.
OPTION_PVPMODE_NOT_SUPPORT	PvP Modunda bu biçimi seçemezsiniz.
OPTION_PVPMODE_PROTECT	PvP-Modu'nu deðiþtirmek için ulaþmýþ olman gereken asgari seviye: %d.
PARTY_ANSWER_TIMEOVER	Davet reddedildi.
PARTY_BONUS_ATTACKER	Saldýrý Deðeri: +%d	SA
PARTY_BONUS_BERSERKER	Saldýrý Hýzý: +%d	SA
PARTY_BONUS_BUFFER	Beceri Süresi: +%d	SA
PARTY_BONUS_DEFENDER	Savunma: +%d%%	SA
PARTY_BONUS_EXP	EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	Max. SP: +%d%%	SA
PARTY_BONUS_TANKER	Max. HP: +%d	SA
PARTY_BREAK_UP	Grubu sil
PARTY_DO_YOU_ACCEPT	grubunuza katýlmak istiyor.
PARTY_DO_YOU_JOIN	seni grubuna davet ediyor. Kabul etmek istiyor musun?
PARTY_EXP_DISTRIBUTION_MODE	EXP paylaþýmý
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	seviyeye baðlý
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Yüksek seviyeli grup üyeleri daha fazla EXP kazanýyor.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	eþit
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Tüm grup üyeleri ayný EXP i alýr.
PARTY_HEAL_ALL_MEMBER	Her þeyi yükle.
PARTY_INCREASE_AREA_150	Grup kuruluþ faktör aralýðý 1,5.	SNA
PARTY_INCREASE_AREA_200	Grup kuruluþ faktör aralýðý 2.	SNA
PARTY_LEAVE	Grubu terket
PARTY_LONGTIME_BONUS_EXP	Uzun bir grup oyunu için kazanýlan EXP: +%d%%	SA
PARTY_MATCH_CANCEL	[%s] Ýçin grup aramasý iptal edildi.
PARTY_MATCH_FAIL_FULL_MEMBER	Grubun baþka üye kabul edemez.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Bu zindana kaydolamazsýn.
PARTY_MATCH_FAIL_LEVEL	Seviyen çok düþük.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	Üye %s gerekli þartlarý yerine getirmiyor.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Lütfen önce bir zindan seç.
PARTY_MATCH_FAIL_NOT_LEADER	Yalnýzca grup lideri kayýt yaptýrabilir.
PARTY_MATCH_FAIL_NO_ITEM	Yeterli %s yok.
PARTY_MATCH_SEARCHING	Ara
PARTY_MATCH_START	Grubunu þu zindana kaydettin: [%s]!
PARTY_MEMBER_OFFLINE	[Çevrimdýþý]
PARTY_RECALL_MEMBER	Grup üyesini çaðýr.
PARTY_REGEN_BONUS	Yeniden oluþum HP- + SP primi: +%d%%	SA
PARTY_REQUEST_DENIED	Baþvurun reddedildi.
PARTY_RK_CATEGORY_CZ_CHICKEN	Bekçi Yu Sýralama Listesi
PARTY_RK_CATEGORY_CZ_COW	Bekçi Chou Sýralama Listesi
PARTY_RK_CATEGORY_CZ_DOG	Bekçi Xu Sýralama Listesi
PARTY_RK_CATEGORY_CZ_DRAGON	Bekçi Chen Sýralama Listesi
PARTY_RK_CATEGORY_CZ_HORSE	Bekçi Wu Sýralama Listesi
PARTY_RK_CATEGORY_CZ_MONKEY	Bekçi Shen Sýralama Listesi
PARTY_RK_CATEGORY_CZ_MOUSE	Bekçi Zi Sýralama Listesi
PARTY_RK_CATEGORY_CZ_PIG	Bekçi Hai Sýralama Listesi
PARTY_RK_CATEGORY_CZ_RABBIT	Bekçi Mao Sýralama Listesi
PARTY_RK_CATEGORY_CZ_SHEEP	Bekçi Wei Sýralama Listesi
PARTY_RK_CATEGORY_CZ_SNAKE	Bekçi Si Sýralama Listesi
PARTY_RK_CATEGORY_CZ_TIGER	Bekçi Yin Sýralama Listesi
PARTY_SET_ATTACKER	Saldýrý gücü olarak belirle
PARTY_SET_BERSERKER	Berserker olarak belirle.
PARTY_SET_BUFFER	Tampon olarak belirle.
PARTY_SET_DEFENDER	Savunma gücü olarak belirle.
PARTY_SET_NORMAL	Geri Çekilme Ayarlarý.
PARTY_SET_SKILL_MASTER	Beceri Master i olarak ayarla.
PARTY_SET_TANKER	Yakýn Dövüþ Savasçýsý olarak belirle.
PARTY_SKILL_ATTACKER	Saldýrý gücü olarak temel saldýrý deðeri +%.0f
PARTY_SKILL_BERSERKER	Berserker saldýrý hýzý +%.0f
PARTY_SKILL_BUFFER	Tampon Beceri Süresi +%.0f
PARTY_SKILL_DEFENDER	Savunmacý olarak savunma +%.0f
PARTY_SKILL_HP_REGEN	HP üretimi +%.0f%%
PARTY_SKILL_PARTY_AREA	Grup sýrasý +%d%%
PARTY_SKILL_SKILL_MASTER	Beceri ustasý olarak Max. MP +%.0f
PARTY_SKILL_TANKER	Max. HP Yakýn Dövüþ Saldýrý Gücü +%.0f
PARTY_SKILL_WARP	Grup üyelerini çaðýrmak mümkün.
PASSWORD_TITLE	Depo Þifresi
PET_ATTR_CHANGE_DIALOG_TEXT	Petinin özniteliklerini þimdi deðiþtir?\n "Pet efsunla" eþyasý bu durumda tüketilir.\n Ýþlem baþarýsýz olabilir
PET_ATTR_CHANGE_USE	Pet öznitelikleri dönüþtürülürken bu eylem gerçekleþtirilemez.
PET_ATTR_DETERMINE_TYPE1	Pet tipi 1: sakar. Çok güçlü deðil.\nZamanla becerilerini artýrabilirsin.
PET_ATTR_DETERMINE_TYPE2	Pet tipi 2: meraklý. Çok güçlü deðil\nZamanla becerileri artan sadýk bir yoldaþ.
PET_ATTR_DETERMINE_TYPE3	Pet tipi 3: yürekli. Orta derecede güçlü.\nZamanla becerilerini artýrabilirsin.
PET_ATTR_DETERMINE_TYPE4	Pet tipi 4: cesur. Orta derecede güçlü\nZamanla becerileri daha da artan sadýk bir yoldaþ.
PET_ATTR_DETERMINE_TYPE5	Pet tipi 5: gözükara. Güçlü\nZamanla becerilerini daha da artýrabilirsin.
PET_ATTR_DETERMINE_TYPE6	Pet tipi 6: efsanevi. Güçlü\nZamanla becerileri daha da artan sadýk bir yoldaþ.
PET_ATTR_DETERMINE_TYPE7	Pet tipi 7: mitsi. Çok güçlü\nZamanla tüm potansiyeli ortaya çýkar.
PET_ATTR_DETERMINE_TYPE8	Pet tipi 8: prizmatik. Aþýrý güçlü\nGüvenebileceðin sadýk bir yoldaþ.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	Arýndýrma Paneli açýkken petini besleyemezsin.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Ölü bir petin özniteliklerini dönüþtüremezsin.
PET_CAN_NOT_EGG_ITEM_USE	Ticaret yaparken, kampýn veya özel dükkanýn açýkken kuluçka makinesini açamazsýn.
PET_CAN_NOT_FEED_SPLIT_ITEM	Paylaþýlan bir nesneyi bu pencereye koyamazsýn.
PET_CAN_NOT_FEED_TYPE	Petini bu þekilde besleyemezsin. Lütfen baþka bir eylemle dene.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Petin, eðitilmesi ve bir sonraki geliþme aþamasýna yükselmesi için %d. seviyede olmalý.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Petin, eðitilmesi ve bir sonraki geliþme aþamasýna yükselmesi için %100 deneyime sahip olmalý.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Petin zaten en yüksek geliþme aþamasýna ulaþtý.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Petini çaðýrdýktan sonra özel dükkanýný açabilirsin.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Petin, eðitim ve bir sonraki geliþme aþamasýna yükselmek için %d günlük olmalý.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Petini çaðýramazsýn çünkü süresi geçmiþ.
PET_CAN_NOT_USE_BAG	Nakliye kutusunu kullanamazsýn çünkü petinin süresi geçmiþ.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Pet sýfýrlanabilecek becerilere sahip deðil.
PET_HATCHING_ACCEPT	Petine "%s" adýný vermek istiyor musun?
PET_HATCHING_MONEY	Fiyat: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Kuluçka makinesi açýkken etkileþimde bulunamazsýn.
PET_INFORMATION_STAGE1	Genç
PET_INFORMATION_STAGE2	Yabani
PET_INFORMATION_STAGE3	Cesur
PET_INFORMATION_STAGE4	Destansý
PET_INFO_EXP	Güncel tecrübe:
PET_INFO_ITEM_EXP	Güncel Nesne EXP
PET_INFO_NEXT_EXP	Kalan tecrübe:
PET_INFO_NEXT_ITEM_EXP	Kalan Nesne EXP
PET_MSG_NOT_ENOUGH_MONEY	Yeterli Yang'a sahip deðilsin.
PET_NAME_CHANGE_ACCEPT	Petinin ismini "%s" olarak deðiþtirmek mi istiyorsun?
PET_NAME_MIN	Girilen isim çok kýsa.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Diriltilecek pet yok.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Yeterli malzemen yok.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Beceriler þimdi mevcut.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Petinin becerisini/becerilerini sýfýrladýðýnda, bunu geri alamazsýn.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Devam etmek istiyor musun?
PET_SKILL_LEARN_FAIL_CONDITIONS	Petin uygun yaþta deðil veya gerekli seviyeye sahip deðil. Sadece kahraman petleri beceri öðrenebilir.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Kahraman eðitimine "%s" ile baþlamak istiyor musun?
PET_SKILL_TOOLTIP_DURATION	Süre: %d saniye
PET_SKILL_TOOLTIP_FEATHER	Pet, %d%% þansla %.1f saniye boyunca hafif adýmý etkinleþtirir.\n Saldýrý %d - %d	SAA
PET_SKILL_TOOLTIP_HEAL	HP deðerin %%20 altýna düþerse \n %d%% þansla HP deðerini %d oranýnda artýrýrsýn.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	HP deðerin %%10 altýna düþerse\n karakterin %d%% þansla yenilmez olur. \n Etki süresi: %.1f saniye.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Karakterin etkilendiði takdirde zehir, yavaþlatma \n veya kanama gibi etkileri %d%% þansla\n hemen kaldýrýr.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Kahraman eðitimini bir sonraki seviyeye yükseltmek istiyor musun?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Fiyat: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Defans
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Seviye
PET_TOOLTIP_LIFETIME_OVER	Süresi geçmiþ
PET_TOOLTIP_SKILL_BONUS_VALUE	Kahraman eðitiminde
PET_TOOLTIP_SKILL_CUR_LEVEL	Seviye: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Sonraki seviye: %d (maks. %d)
PET_TOOLTIP_SP	SP
PET_TOOLTIP_TRADABLE	Ticareti var
PET_TOOLTUP_SKILL	%s (Seviye %d)
PICK_ITEM_TITLE	Eþya No
