TARGET_INFO_DROP_ITEMS	Información de Ítems Dropeables
WIKI_MONSTERINFO_RACE_WIND	Viento
WIKI_MONSTERINFO_RACE_EARTH	tierra
WIKI_MONSTERINFO_RACE_DARK	Oscuro
WIKI_MONSTERINFO_RACE_METIN	Piedra Metin
WIKI_MONSTERINFO_STONE_NAME	Piedra espiritual
WIKI_MONSTERINFO_SUBRACE	Subraza: %s
WIKI_MONSTERINFO_IMMUNE_STUN	Aturdir
WIKI_MONSTERINFO_IMMUNE_SLOW	Ralentizar
WIKI_MONSTERINFO_IMMUNE_CURSE	Maldición
WIKI_MONSTERINFO_IMMUNE_POISON	Veneno
WIKI_MONSTERINFO_IMMUNE_TERROR	Terror
IDRA_TEXT1	Mata a la hidra
IDRA_TEXT2	Destruye el tesoro
IDRA_TEXT3	Espera por %d : %d
IDRA_TEXT4	Destruye los huevos
IDRA_TEXT5	espera %d : %d
IDRA_TEXT6	Repara los tres
IDRA_TEXT7	Liberaste el barco
IDRA_TEXT8	Mata a la reina
IDRA_TEXT9	-:-
IDRA_TEXT10	%d
SUPPORTINCUBATRICE_DIALOG1	El nombre ingresado es incorrecto!
GAMEMOD_DIALOG1	Joven
GAMEMOD_DIALOG2	Salvaje
GAMEMOD_DIALOG3	Bravo
GAMEMOD_DIALOG4	Heroico
GAMEMOD_DIALOG5	%s (g) e %s (o)
WHISPERMANAGER_DIALOG1	Inglés
WHISPERMANAGER_DIALOG2	Rumano
WHISPERMANAGER_DIALOG3	Italiano
WHISPERMANAGER_DIALOG4	Turco
WHISPERMANAGER_DIALOG5	Alemán
WHISPERMANAGER_DIALOG6	Polaco
WHISPERMANAGER_DIALOG7	Portuguese
WHISPERMANAGER_DIALOG8	Español
WHISPERMANAGER_DIALOG9	Checo
WHISPERMANAGER_DIALOG10	Húngaro
WHISPERMANAGER_DIALOG11	Todos
PETSYSTEM_DIALOG1	Exp : %d of %d
PETSYSTEM_DIALOG2	Exp : %.2f%%
PETSYSTEM_DIALOG3	ExpI : %d of %d
PETSYSTEM_DIALOG4	ExpI : %.2f%%
PETFEED_DIALOG1	No es posible insertar objetos superpuestos.
PETFEED_DIALOG2	Seleccionado %s.
PETINCUBATRICE_DIALOG1	El nombre de su mascota no es válido.
PETINCUBATRICE_DIALOG2	Debes tener: %s.
PETINCUBATRICE_DIALOG3	Incubadora: %s.
PETINCUBATRICE_DIALOG4	Huevo de mono
PETINCUBATRICE_DIALOG5	Huevo de araña
PETINCUBATRICE_DIALOG6	Huevo razador
PETINCUBATRICE_DIALOG7	Huevo de nemere
PETINCUBATRICE_DIALOG8	Huevo de dragón azul
PETINCUBATRICE_DIALOG9	Huevo de dragón rojo
PETINCUBATRICE_DIALOG10	Huevo de azrael
PETINCUBATRICE_DIALOG11	Huevo de verdugo gordito
PETINCUBATRICE_DIALOG12	Huevo bebé baashido
PETINCUBATRICE_DIALOG13	Huevo de nessie
PETINCUBATRICE_DIALOG14	Huevo exedyar
UIMARKETSYS_DIALOG1	Roto: %d
UIMARKETSYS_DIALOG2	Código NPC: %d
UIMARKETSYS_DIALOG3	Código de título: %d
SUPPORT_DIALOG1	¿Está seguro de que desea eliminar el objeto seleccionado?
SUPPORT_DIALOG2	Tienes que solicitar apoyo para hacer esto!
SUPPORT_DIALOG3	No puedes ingresar a este artículo.
SUPPORT_DIALOG4	El objeto no es del género correcto!
SUPPORT_DIALOG5	Al agregar el objeto, se perderán las bonificaciones. Quieres continuar?
PETSPECIAL_QUESTION1	¿Quieres poner la mascota en el transportín?
PETSPECIAL_QUESTION2	Quiere alimentar a su mascota?
PVP_DUEL_TIME_REMAINING	Tiempo restante: [%s]
AFFECT_NEW_POTION31	Libro del Cabo
APPLY_PARTY_DROPEXP	Todos los miembros del grupo recolectarán %d%% más puntos de experiencia	SA
SLOTNAME_10	PVM item
SLOTNAME_11	PVP item
TOOLTIP_PETSKILL_1	Resistencia (Warrior)
TOOLTIP_PETSKILL_2	Resistencia (Sura)
TOOLTIP_PETSKILL_3	Resistencia (Ninja)
TOOLTIP_PETSKILL_4	Resistencia (Shaman)
TOOLTIP_PETSKILL_5	Daño crítico (PvM)
TOOLTIP_PETSKILL_6	Fuerza vs monstruos
TOOLTIP_PETSKILL_7	Fuerza vs Jefes
TOOLTIP_PETSKILL_8	Perspicacia
TOOLTIP_PETSKILL_9	Soltar Yang
TOOLTIP_PETSKILL_10	Ataque / valor mágico
TOOLTIP_PETSKILL_11	Bloquea un ataque cuerpo a cuerpo
TOOLTIP_PETSKILL_12	Refleja un golpe de combate cuerpo a cuerpo
TOOLTIP_NEW_POTION30	Aumenta la probabilidad de que atrapes el pez en un 20% si es un pez raro.
AFFECT_NEW_POTION30	Libro de pesca
TOOLTIP_APPLY_FISHING_RARE	%d%% más probabilidad de pescar un pez raro	SA
TOOLTIP_ROD_FISHING	%d%% más posibilidades de pescar.
TOOLTIP_FISH_USE_TIME	Duración: %d minutos
TOOLTIP_ANTIDROP	|Eemoji/anti_drop|e
TOOLTIP_ANTISAFEBOX	|Eemoji/anti_safebox|e
TOOLTIP_ANTISELL	|Eemoji/anti_sell|e
TOOLTIP_ANTISHOP	|Eemoji/anti_shop|e
SLOTNAME_1	Skin de armadura
SLOTNAME_2	Skin de peinado
SLOTNAME_3	Skin de montura
SLOTNAME_4	Skin de faja
SLOTNAME_5	Skin de arma
SLOTNAME_6	Skin de mascota
SLOTNAME_7	Montura
SLOTNAME_8	Efecto de armadura
SLOTNAME_9	Efecto de arma
TEXT_CHANNEL	%s, CH%d
CH_99_NAME	%s, General
TOOLTIP_BONUS_UNKNOWN	Desconocido
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ANIMAL	Fuerte contra los animales
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ORC	Fuerte contra Orco
TOOLTIP_DUNGEON_APPLY_ATTBONUS_UNDEAD	Fuerte contra los muertos vivientes
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DEVIL	Fuerte contra el diablo
TOOLTIP_DUNGEON_APPLY_RESIST_FIRE	Resistencia al fuego
TOOLTIP_DUNGEON_APPLY_RESIST_ELEC	Resistencia al rayo
TOOLTIP_DUNGEON_APPLY_RESIST_ICE	Resistencia al hielo
TOOLTIP_DUNGEON_APPLY_RESIST_WIND	Resistencia al viento
TOOLTIP_DUNGEON_APPLY_RESIST_EARTH	Resistencia a la tierra
TOOLTIP_DUNGEON_APPLY_RESIST_DARK	Resistencia oscura
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ELEC	Fuerte vs Rayo
TOOLTIP_DUNGEON_APPLY_ATTBONUS_FIRE	Fuerte vs Fuego
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ICE	Fuerte vs Hielo
TOOLTIP_DUNGEON_APPLY_ATTBONUS_WIND	Fuerte vs Viento
TOOLTIP_DUNGEON_APPLY_ATTBONUS_EARTH	Fuerte vs Tierra
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DARK	Fuerte vs Oscuridad
TOOLTIP_DUNGEON_APPLY_DESIGN_1	Fuerte vs Rayo, Oscuridad, Hielo, Fuego, Tierra
TOOLTIP_DUNGEON_APPLY_ATTBONUS_RUNE	Fuerte vs monstruo rúnico
TOOLTIP_APPLY_DESIGN_1	Fuerte vs rayo, oscuridad, hielo %d%%	SA
AFFECT_NEW_POTION24	Pendientes Armonía
AFFECT_NEW_POTION25	Pulseras de amor
AFFECT_NEW_POTION26	Pendientes de amor
AFFECT_NEW_POTION27	Pulseras Armonía
AFFECT_NEW_POTION28	Collar de amor
AFFECT_NEW_POTION29	Collar Armonía
PET_TOOLTIP_LV	Lv: %d
PET_TOOLTIP_BNS1	HP: +%s%%
PET_TOOLTIP_BNS2	Fuerza vs Monstruo: +%s%%
PET_TOOLTIP_BNS3	Daño de media[PVM]: +%s%%
DS_TIME_CHARGE	Tiempo restante: %d%% (sec %d) di %d%% (sec %d)
BIOLOGIST_ALERT2	Para continuar debes primero llevarte el premio.
BIOLOGIST_ALERT3	Has completado la misión ahora puedes recoger tu premio.
BIOLOGIST_ALERT4	Para recibir su premio, primero debe entregar todos los artículos requeridos.
BIOLOGIST_CONFIRM_TYPE1	¿Estás seguro de aceptar el bono seleccionado??
BIOLOGIST_ALERT_TYPE1	Debe hacer clic en uno de los siguientes bonos para retirar la recompensa.
BIOLOGIST_REWARD_TYPE0	Recibirás las siguientes bonificaciones:
BIOLOGIST_REWARD_TYPE1	Deberá elegir uno de los siguientes bonos:
BIOLOGIST_WAIT_FINISH	Se acabó el tiempo de espera del biólogo.
BIOLOGIST_WAIT	Próxima entrega: %s
BIOLOGIST_COUNT	%d/%d
BIOLOGIST_MISSION_NAME_1	Diente de orco
BIOLOGIST_MISSION_NAME_2	Los libros de maldiciones
BIOLOGIST_MISSION_NAME_3	Recuerdos de demonios
BIOLOGIST_MISSION_NAME_4	Bolas de hielo
BIOLOGIST_MISSION_NAME_5	Ramas de Zelkova
BIOLOGIST_MISSION_NAME_6	Mesas Tugyi
BIOLOGIST_MISSION_NAME_7	Ramas de los árboles fantasma rojo
BIOLOGIST_MISSION_NAME_8	Notas del líder
BIOLOGIST_MISSION_NAME_9	Joya de malevolencia
BIOLOGIST_MISSION_NAME_10	Joya de la sabiduría
BIOLOGIST_MISSION_NAME_11	Helechos oscuros
BIOLOGIST_MISSION_NAME_12	Los anillos de Chaegirab
BIOLOGIST_MISSION_NAME_13	Los cristales de metin
BIOLOGIST_MISSION_NAME_14	Núcleos purificados
BATTLE_PASS_PROCENT	Porcentaje: %.1f%%
BATTLE_PASS_ALERT1	Aún no tienes el pase de batalla activo, necesitas este ítem para activarlo.
BATTLE_PASS_OK	OK
BATTLE_PASS_STATUS	Estado: %s%s|h|r
BATTLE_PASS_INACTIVE	Inactivo
BATTLE_PASS_ACTIVE	En progreso
BATTLE_PASS_COMPLETED	Completado
BATTLE_PASS_UNKNOWN_NAME	Nombre desconocido
BATTLE_PASS_NAME	Nombre: %s
BATTLE_PASS_COUNTQUEST	Misiones restantes: %s
BATTLE_PASS_COUNTQUEST_COMPELTED	Misiones completadas: %s
BATTLE_PASS_REMAINING_TIME	Tiempo restante: %s
PETBOX_RIMUOVE	¿Estás seguro de que quieres sacar a la mascota?
BUY_GAYA_ITEM	¿Quieres comprar este artículo?
PETSKILLNAME_1	Resistencia (guerrero)
PETSKILLNAME_2	Resistencia (sura)
PETSKILLNAME_3	Resistencia (ninja)
PETSKILLNAME_4	Resistencia (chaman)
PETSKILLNAME_5	Daño crítico (PvM)
PETSKILLNAME_6	Fuerza vs Metin
PETSKILLNAME_7	Fuerza vs Jefe
PETSKILLNAME_8	Soltar EXP
PETSKILLNAME_9	Soltar Yang
PETSKILLNAME_10	Ataque / valor mágico
PETSKILLNAME_11	Bloquea un ataque cuerpo a cuerpo
PETSKILLNAME_12	Refleja un golpe de combate cuerpo a cuerpo
PETBOX_DESC1	Caracteristicas:
PETBOX_DESC2	Edad: %d días, %d hora y %d minutos
PETBOX_DESC3	Lv: %d
PETBOX_DESC4	Evolución: %s
PETBOX_DESC5	HP: %s%%
PETBOX_DESC6	Fuerza vs monstruos: %s%%
PETBOX_DESC7	Daño de media (solo en monstruos): %s%%
PETBOX_DESC8A	Slot habilidad 1: bloqueado
PETBOX_DESC9A	Slot habilidad 2: bloqueado
PETBOX_DESC10A	Slot habilidad 3: bloqueado
PETBOX_DESC11A	Slot habilidad 4: bloqueado
PETBOX_DESC8B	Slot habilidad 1: vacío
PETBOX_DESC9B	Slot habilidad 2: vacío
PETBOX_DESC10B	Slot habilidad 3: vacío
PETBOX_DESC11B	Slot habilidad 4: vacío
PETBOX_DESC8C	Slot habilidad 1: %s (%d)
PETBOX_DESC9C	Slot habilidad 2: %s (%d)
PETBOX_DESC10C	Slot habilidad 3: %s (%d)
PETBOX_DESC11C	Slot habilidad 4: %s (%d)
PET_EVOLUTION1	normal
PET_EVOLUTION2	normal
PET_EVOLUTION3	salvaje
PET_EVOLUTION4	bravo
SUBTEXT_OFFLINESHOP_TEXT15	Nombre:
SUBTEXT_OFFLINESHOP_TEXT16	Precio:
CLOSE_AUCTION	Cerrar
CUBE_CATEGORY1	Armas
CUBE_CATEGORY2	Armaduras
CUBE_CATEGORY3	Joyas
CUBE_CATEGORY4	Otros
CUBE_CATEGORY5	Bracaletes Lv. 90 [PvP]
CUBE_CATEGORY6	Joyas Lv. 100 [PvP]
CUBE_CATEGORY7	Cinturones [PvP]
CUBE_CATEGORY8	Cinturones [PvM]
CUBE_CATEGORY9	Collares Lv. 90 [PvP]
CUBE_CATEGORY10	Pendientes Lv. 90 [PvP]
CUBE_CATEGORY11	Armas Lv. 80 [PvP]
CUBE_CATEGORY12	Armas Lv. 90 [PvP]
CUBE_CATEGORY13	Armas Lv. 100 [PvP]
CUBE_CATEGORY14	Armas Lv. 105 [PvM]
CUBE_CATEGORY15	Armaduras Lv. 80 [PvM]
CUBE_CATEGORY16	Armaduras Lv. 90 [PvM]
CUBE_CATEGORY17	Armaduras Lv. 110 [PvM]
CUBE_CATEGORY18	Armaduras Lv. 90 [PvP]
CUBE_CATEGORY19	Armaduras Lv. 105 [PvP]
CUBE_CATEGORY20	Armaduras Lv. 110 [PvP]
CUBE_CATEGORY21	Zapatos Lv. 105 [PvP]
CUBE_CATEGORY22	Zapatos Lv. 100 [PvM]
CUBE_CATEGORY23	Cascos Lv. 115 [PvP]
CUBE_CATEGORY24	Cascos Lv. 80 [PvM]
CUBE_CATEGORY25	Cascos Lv. 95 [PvM]
CUBE_CATEGORY26	Cascos Lv. 105 [PvP]
CUBE_CATEGORY27	Montura (Permanente)
CUBE_CATEGORY28	Mascota (Permanente)
CUBE_CATEGORY29	Creación de gemas
CUBE_CATEGORY30	Creación de gemas 1
CUBE_CATEGORY31	Creación de gemas 2
CUBE_CATEGORY32	Creación de gemas 3
CUBE_CATEGORY33	Creación de gemas 4
CUBE_CATEGORY34	Creación de gemas 5
CUBE_CATEGORY35	Creación de gemas 6
CUBE_CATEGORY36	Creación de gemas 7
CUBE_CATEGORY37	Creación de gemas 8
CUBE_CATEGORY38	Creación de gemas 9
CUBE_CATEGORY39	Creación de gemas 10
CUBE_CATEGORY40	Creación de gemas 11
CUBE_CATEGORY41	Creación de gemas 12
CUBE_CATEGORY42	Creación de gemas 13
CUBE_CATEGORY51	Accesorios Lv60 - Escudo Lv75 [PVM]
CUBE_CATEGORY999	Otros
SYSTEM_OPTION_CPU_TILING_1	El modo de gráficos de la CPU puede mejorar la velocidad de una PC más débil.
SYSTEM_OPTION_CPU_TILING_2	En caso de problemas con los gráficos, seleccione la opción Sistema "o CONFIG.exe".
SYSTEM_OPTION_CPU_TILING_3	y cambia al modo de gráficos GPU.
SYSTEM_OPTION_GPU_TILING_1	El modo de gráficos de la GPU puede ralentizar la velocidad en una PC más débil.
SYSTEM_OPTION_GPU_TILING_2	En caso de problemas con los gráficos, seleccione la opción Sistema "o CONFIG.exe".
SYSTEM_OPTION_GPU_TILING_3	y cambia al modo de gráficos de la CPU.
SYSTEM_OPTION_TILING_EXIT	El juego debe reiniciarse para cambiar el modo de gráficos..
PETSKILL_COOLDOWN	Enfriamiento: %s sec
PETSKILL_HP	Hp Reset: %s
PETSKILL_INVICIBLE	Invencible para: %s sec
ITEM_PRICE_TITLE	[ Precio ]
ITEM_IS_WORTH	%d |Eemoji/%s|e %s
ITEM_IS_FREE	Gratis
DO_YOU_BUY_ITEM_NORMAL	Quiero comprar %d %s?
CHATTING_SETTING_LEFT1	Haga clic derecho en el filtro para eliminarlo.
CHATTING_SETTING_LEFT2	El filtro general no se puede quitar.
CHAT_TYPE_INFO_EXP	Exp
CHAT_TYPE_INFO_ITEM	Item
CHAT_TYPE_INFO_VALUE	Valor
CHATTING_SETTING_ADD	Add Tab
CHATTING_SETTING_ADD_MAX	Has alcanzado el límite máximo.
CHATTING_SETTING_CHANGE_TITLE_NAME	¿Quieres guardar el nombre de este chat?
CHATTING_SETTING_CHANGE_TITLE_NOT	No puedes cambiar el nombre del chat general.
CHATTING_SETTING_CHANGE_TITLE_NOT2	El nombre no puede contener ningún espacio.
CHATTING_SETTING_CHANGE_TITLE_NOT3	El nombre no puede contener más de 6 caracteres.
CHATTING_SETTING_CHANGE_TITLE_NOT4	El nombre esta vacio.
CHATTING_SETTING_SETTING	Ajustes
TOOLTIP_DOUBLE_DROP_ITEM	El drop se duplicará	SNA
TOOLTIP_IRR_WEAPON_DEFENSE	%d%% desglose de la defensa de armas	SA
EMOTION_SIRENA	Zumbador
EMOTION_CALL	Llamada
EMOTION_CHARGING	Cargando
EMOTION_CELEBRATION	Celebracion
EMOTION_WEATHER	Clima
EMOTION_ALCOHOL	Alcohol
EMOTION_HUNGRY	Hambre
EMOTION_SELFIE	Selfie
EMOTION_PUSHUP	Hacer subir
EMOTION_EXERCISE	Ejercicio
EMOTION_DOZE	Dormitar
EMOTION_DANCE_7	Baile 7
WINDOW_TXT1	Lv min: %s
WINDOW_TXT2	Lv max: %s
WINDOW_TXT3	No tienes los elementos que necesitas para ingresar.
WINDOW_TXT4	Elementos requeridos:
WINDOW_TXT5	Quieres ir al mapa %s?
WINDOW_TXT6	No tienes suficiente yang!
DAILYGIFT_TXT1	Día %d
DAILYGIFT_TXT2	Canjear
DAILYGIFT_TXT3	Recompensa diaria:
QUESTION_DLG_CHANGELANGUAGE	Quieres cambiar el idioma?
QUESTION_DLG_REMOVEACC	Quiero borrar %s?
MINIMAP_SHOW_BLOCKPVP	Bloquear la vista previa del equipo en duelo [F10]
MINIMAP_SHOW_UNBLOCKPVP	Desbloquea la vista previa del equipo de duelo [F10]
SKILL_CHANGE_AVAILABLE	Posibles cambios: %d
DUEL_MINIWINDOW_OVER_SLOT	Al hacer clic en esta imagen, puede abrir el panel principal de duelo.
PET_MINIWINDOW_OVER_SLOT	Al presionar "P" o hacer clic en esta ranura se puede abrir el panel principal de su mascota.
RENDER_TITLE	Avance
MINIMAP_SHOW_WIKI	Wiki [H]
MINIMAP_SHOW_DUNGEONINFO	Información de la mazmorra [F7]
MINIMAP_SHOW_DAILYGIFT	Regalo diario
MINIMAP_SHOW_BIOLOGIST	Misiones de biólogos
MINIMAP_SHOW_TELEPORT	Teletransportarse [F5]
MINIMAP_SHOW_SAVEPOINT	Guardar el punto [F11]
MINIMAP_SHOW_OFFLINESHOP	Tienda offline [Y]
RUNE_IS_UNLOCKED1	Desbloqueaste la runa.
RUNE_IS_UNLOCKED2	Sin embargo, primero debes saber qué es; lee la carta que recibiste.
TOOLTIP_APPLY_STOLA_COSTUME1A	Fuerza vs Monstruo - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2A	Fuerza vs Metin - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2B	Vitalidad - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME3A	Fuerza vs Jefe - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME3B	Inteligencia - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME4A	Fuerza vs mediohumano - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5A	Resistencia mediohumano - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5B	Fuerza - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME6A	Max. HP - min: +%d e max: +%d
GRADE_STOLA	[Grade: %d]
SUPPORT_ERR1	Tienes que solicitar apoyo para hacer esto!
SUPPORT_ERR2	Solo puede ingresar elementos que puedan ser equipados por chamanes.
SUPPORT_ERR3	No puedes ingresar a este artículo.
SUPPORT_ERR4	El objeto no es del género correcto!
SUPPORT_CONFIRM	Te gustaria continuar?
SUPPORT_CONFIRM2	¿Está seguro de que desea eliminar el objeto seleccionado??
SUPPORT_CONFIRM3	¿Le gustaría reemplazar?
AFFECT_NEW_POTION1	Ampollas naranja
AFFECT_NEW_POTION2	Ampollas amarillas
AFFECT_NEW_POTION3	Ampollas azules
AFFECT_NEW_POTION4	Ampollas rojas
AFFECT_NEW_POTION5	Ampollas verdes
AFFECT_NEW_POTION6	Ampollas violeta
AFFECT_NEW_POTION7	Rocío azul
AFFECT_NEW_POTION8	Rocío naranja
AFFECT_NEW_POTION9	Rocío blanco
AFFECT_NEW_POTION10	Rocío amarillo
AFFECT_NEW_POTION11	Rocío rojo
AFFECT_NEW_POTION12	Rocío verde
AFFECT_NEW_POTION13	Golpe penetrante
AFFECT_NEW_POTION14	Golpe crítico
AFFECT_NEW_POTION15	Ataque del Dios Dragón
AFFECT_NEW_POTION16	Defensa del Dios Dragón
AFFECT_NEW_POTION17	Inteligencia del Dios Dragón
AFFECT_NEW_POTION18	Vida del Dios Dragón
AFFECT_NEW_POTION19	Elixir de velocidad de ataque
AFFECT_NEW_POTION20	Poción verde(G) (inf)
AFFECT_NEW_POTION21	Anillo de Experiencia
AFFECT_NEW_POTION22	P. de sabiduría
AFFECT_NEW_POTION23	Guantes de ladrón
NEW_POTION_STATUS_0	[Deshabilitado]
NEW_POTION_STATUS_1	[Activado]
RUNE_POWER	Poder: %d%%
RUNE_POWER_CHARGE	Poder restante: %d%% di %d%%
RUNE_ACTIVATE	Quieres activar %s?
RUNE_DEACTIVATE	Quieres desactivar %s?
RUNE_ACTIVATE_ALL	¿Quieres activar todas las runas disponibles?
RUNE_DEACTIVATE_ALL	¿Le gustaría deshabilitar todas las runas disponibles?
RUNE_CHARGE	Quiere aumentar el poder de %s con %s?
RUNE_ACTIVATED_1	Una o más de tus Runas está / están activas / activas.
RUNE_ACTIVATED_2	Todas tus Runas están activas.
RUNE_LOCKED	El sistema de runas se desbloqueará cuando alcances el nivel 70.
MAP_NAME_357	Pirámide antigua
AFFECT_SKILL_QUESTION	¿Estás seguro de que quieres desactivar el afecto de habilidad?
AFFECT_DROP_QUESTION1	¿Estás seguro de que deseas deshabilitar la caída en esta cuenta?
AFFECT_DROP_QUESTION2	¿Estás seguro de que quieres activar la caída en esta cuenta?
TOOLTIP_DROP_BLOCK	La caída para esta cuenta está deshabilitada. Haga clic aquí para activarlo.
TOOLTIP_DROP_UNBLOCK	Se activa el drop de esta cuenta. Haga clic aquí para desactivarlo.
TOOLTIP_APPLY_ATTBONUS_RUNE	+%d%% Fuerza vs monstruos rúnicos	SA
MAP_NAME_218	Mazmorra de runas
UI_CHOOSE_LANGUAGE	Elige lengua:
UI_END	Fin
UI_GETIN	Entra ahora
WHISPER_ADMIN_SEND_MESSAGE	Enviar mensaje
WHISPER_ADMIN_CLEAR_MESSAGE	Eliminar texto
WHISPER_ADMIN_CANCEL_ACTION	Acción final
WHISPER_ADMIN_LEN_TEXT	[i] Caracteres mínimos / máximos: |cFF7cff00%d|r / |cFFff0000%d|r
WHISPER_ADMIN_CUR_LANG	[i] Idioma actual seleccionado: |cFFffce00[%s]
WHISPER_ADMIN_TITLE_NAME	GM: Envíe un mensaje susurrante para el país.
WHISPER_ADMIN_MESSAGE	[Server] : [%s] : %s
WHISPER_ADMIN_MESSAGE2	[Server] : [%s] :%s
WHISPER_ADMIN_QUESTION_SEND	¿Estás seguro de que quieres enviar este mensaje?
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	No puedes contestar el sistema.
KASMIR_MARKET_PRIVATESHOP_0	Estándar
KASMIR_MARKET_PRIVATESHOP_1	Mil y una noches
KASMIR_MARKET_PRIVATESHOP_2	Maestro de la parrilla
KASMIR_MARKET_PRIVATESHOP_3	Cazador de tesoros
KASMIR_MARKET_PRIVATESHOP_4	Llama mínima
KASMIR_MARKET_PRIVATESHOP_5	Comerciante de armas
KASMIR_MARKET_PRIVATESHOP_6	Armas a la venta
KASMIR_MARKET_PRIVATESHOP_7	Alquimista
KASMIR_PAKET_STANDART	Estándar
KASMIR_PAKET_FIRE	Fuego
KASMIR_PAKET_ICE	Hielo
KASMIR_PAKET_PAPER	Papel
KASMIR_PAKET_RIBON	Ribon
KASMIR_PAKET_WING	Ala
MINIMAP_BOSS_RESPAWN_TIME	Reaparecer: %d min.
ALERT_SASH_REMOVE_ATTR	Estás seguro de que quieres continuar?
TOOLTIP_APPLY_ATTBONUS_MEDI_PVM	Daño de media [PVM] %d%%	SA
TOOLTIP_APPLY_PVM_CRITICAL_PCT	+%d%% de azar en golpes críticos (PVM)	SA
PET_ASK_LEARN	Estás seguro de que quieres continuar?
PET_APPLY_MAX_HP_PCT	HP max. +%s%%	SA
PET_APPLY_ATTBONUS_MONSTER	Fuerza vs monstruo +%s%%	SA
PET_APPLY_MEDI_PVM	Daño de media [PVM] +%s%%	SA
PET_TIME_TOOLTIP	Tiempo: %d Días %d Horas %d Minutos
PET_TIME_TOOLTIP_INF	Duración: Infinito
PET_TIME_GUI	Tiempo: %d (d) %d (h) %d (m)
PET_TIME_GUI_OLD	Tiempo: %s / %s Horas
ALERT_REVIVE_PET	¿Estás seguro de que quieres alimentar a tu mascota?
DS_SET_INFO	Activa 6 Dragon Stones +6 para aprovechar las siguientes bonificaciones:
ASK_SEX_CHOOSE	Primero tienes que elegir el género !
COMB_ALERT	Se eliminarán las bonificaciones especiales!
COMB_ALERT1	Para hacer esto, debe agregar el desplazamiento de transferencia a su ranura.
COMB_ALERT2	Primero debes agregar el disfraz del que se tomarán las bonificaciones.
COMB_ALERT3	Solo puedes transferir bonificaciones de disfraces..
COMB_ALERT4	Solo puedes transferir bonificaciones del mismo tipo de disfraces.
COMB_ALERT5	Solo puedes transferir bonificaciones de disfraces corporales.
COMB_ALERT6	You can only transfer bonuses from the same type of costume.
COMB_ALERT7	El disfraz debe tener al menos una bonificación normal!
VIEW_RENDERING	Presiona |Eemoji/key_ctrl|e for preview.
DUEL_BLOCK_CHANGE_ITEM	[x] Cambiar item
DUEL_BLOCK_BUFF	[x] Buff
DUEL_BLOCK_POTION_RED	[x] Poción roja
DUEL_BLOCK_HORSE_MOUNT	[x] Caballo/Montura
DUEL_BLOCK_PET	[x] Mascota
DUEL_BLOCK_POLY	[x] Poly
DUEL_BLOCK_PARTY	[x] Grupo
DUEL_BLOCK_EXCHANGE	[x] Intercambio
DUEL_TARGET_NAME	Luchar con:
DUEL_MONEY_ADD	[i] Agregar
DUEL_MONEY_CANCEL	[i] Cancelar
DUEL_MONEY_TITLE	[i] Apostar con dinero
DUEL_MONEY_CURRENT	Dinero real: 
DUEL_VICTIM_ERROR	<Avviso> No puedes hacerlo si él no acepta o rechaza.
DUEL_MONEY_ERROR_1	<Avviso> Solo se puede ingresar un número.
DUEL_MONEY_ERROR_2	<Avviso> El número ingresado es menor o igual a 0.
DUEL_MONEY_ERROR_3	<Avviso> La cantidad ingresada es mayor que la cantidad que tiene en el inventario.
DUEL_TITLENAME	Equipo de visualización del gerente en el duelo
DUEL_EQUIP_BLOCK	Bloquear
DUEL_EQUIP_UNBLOCK	Desbloquear
DUEL_TITLENAME_EQUIP	Equipo del oponente:
DUEL_CHOOSE_BLOCK	Elige lo que quieres bloquear:
DUEL_INFO_1	Pg. Nombre:
DUEL_INFO_2	Gremio nombre:
DUEL_INFO_3	Lv:
DUEL_INFO_4	Tiempo de juego:
DUEL_INFO_5	Ganador de la apuesta:
DUEL_INFO_6	Detalles del oponente:
DUEL_LIVE_VICTIM_LEVEL	Lv:
DUEL_LIVE_VICTIM_NAME	Nombre:
COMMON_SKILL_143A	Incrementar el valor de ataque: %d%%
COMMON_SKILL_143B	Incrementa el valor del ataque mágico con: %d%%
COMMON_SKILL_144	Aumente la caída de yang con: %d%%
COMMON_SKILL_145	Aumenta tu fuerza contra los monstruos con: %d%%
COMMON_SKILL_146	Incrementa los puntos de vida con: %d
NEW_EXCHANGE_ADDED	%s adicional %s.
NEW_EXCHANGE_YOU_READY	%s ¿Estás listo para comerciar?
