NPC_SEARCH	Ricerca Npc
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Attacchi rimanenti: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	L'anima si spegne tra
SOUL_ITEM_TOOLTIP_UNAPPLIED	Effetto non attivato
SOUL_REFINE_FAILURE	L'evoluzione non è andata buon fine.
SOUL_REFINE_SUCCESS	Evoluzione compiuta con successo!
STAT_MINUS_CON	Adattamento della vitalità (Possibilità rimaste: %d)
STAT_MINUS_DEX	Adattamento della destrezza (Possibilità rimaste: %d)
STAT_MINUS_INT	Adattamento dell'intelligenza (Possibilità rimaste: %d)
STAT_MINUS_STR	Adattamento della forza (Possibilità rimaste: %d)
STAT_TOOLTIP_CON	HP e Difesa aumentati
STAT_TOOLTIP_DEX	Precisione e Fuga aumentati
STAT_TOOLTIP_INT	MP e Difesa-Attacco magici aumentati
STAT_TOOLTIP_STR	Valori Attacco e Danno migliorati
STAT_TOOLTIP_ACTION	Azioni
STAT_TOOLTIP_ATT	Valore di attacco
STAT_TOOLTIP_ATT_SPEED	Velocità di attacco
STAT_TOOLTIP_BASE_LEVEL	Livello
STAT_TOOLTIP_CAST_SPEED	Velocità magia
STAT_TOOLTIP_CON	HP e Difesa aumentati
STAT_TOOLTIP_CONQUEROR_LEVEL	Livello Campione
STAT_TOOLTIP_DEF	Difesa
STAT_TOOLTIP_DEX	Precisione e Fuga aumentati
STAT_TOOLTIP_DODGE_PER	Possibilità di schivare frecce
STAT_TOOLTIP_EXP	EXP
STAT_TOOLTIP_HP	HP
STAT_TOOLTIP_IMG_CON	VIT: aumenta HP e Difesa
STAT_TOOLTIP_IMG_DEX	DEX: aumenta Attacco e Fuga
STAT_TOOLTIP_IMG_INT	INT: aumenta MP e Attacco magico
STAT_TOOLTIP_IMG_STR	STR: aumenta Valore di attacco e Danno
STAT_TOOLTIP_INT	MP e Difesa-Attacco magici aumentati
STAT_TOOLTIP_LEVEL	Livello
STAT_TOOLTIP_MAG_ATT	Valore attacco magico
STAT_TOOLTIP_MAG_DEF	Difesa magica
STAT_TOOLTIP_MOVE_SPEED	Velocità di movimento
STAT_TOOLTIP_PASSIVE	Bonus Reliquia
STAT_TOOLTIP_POINT	Punti
STAT_TOOLTIP_REACTION	Reazioni
STAT_TOOLTIP_SHP	Nel continente Yohara perderai meno HP.
STAT_TOOLTIP_SIMMUNE	Nel continente Yohara perderai meno Resistenza ai cambiamenti di status.
STAT_TOOLTIP_SMOVE	Nel continente Yohara perderai meno Velocità di movimento.
STAT_TOOLTIP_SP	MP
STAT_TOOLTIP_SPECIAL_ACTION	Azioni speciali
STAT_TOOLTIP_SSTR	Nel continente Yohara i danni inflitti dai tuoi attacchi subiranno una riduzione minore.
STAT_TOOLTIP_STAT	Valori
STAT_TOOLTIP_STR	Valori Attacco e Danno migliorati
STAT_TOOLTIP_SUNGMA_HP	Gli HP variano in base alla Volontà SungMa (VIT) dell'avversario e alla mappa
STAT_TOOLTIP_SUNGMA_IMMUNE	La vulnerabilità agli effetti di stato varia in base alla Volontà SungMa (INT) dell'avversario e alla mappa
STAT_TOOLTIP_SUNGMA_MOVE	La velocità di movimento varia in base alla Volontà SungMa (RES) dell'avversario e alla mappa
STAT_TOOLTIP_SUNGMA_STR	L'attacco varia in base alla Volontà SungMa (STR) dell'avversario e alla mappa
STAT_TOOLTIP_SUPPORT_SKILL	Abilità secondarie
STAT_TOOLTIP_TAB_CHARACTER	Personaggio
STAT_TOOLTIP_TAB_EMOTICON	Emozioni
STAT_TOOLTIP_TAB_QUEST	Missioni
STAT_TOOLTIP_TAB_SKILL	Abilità
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	Devi prima completare il livello inferiore.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	Non puoi entrare mentre usi una cavalcatura.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	Per entrare devi avere raggiunto il livello Campione.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	Per entrare ti serve un Banner Teschio.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	Non si può accedere alla torre Inferna Sung Mahi in gruppo.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	Non puoi accedere mentre la trasformazione è attiva.
SUNGMAHEE_TOWER_FLOOR_TEXT	Livello {0}
SUNGMAHEE_TOWER_MY_RANK_TEXT	Rango {0}
SYMBOLLIST_TITLE	Registrare la bandiera della Gilda
TARGET_BUTTON_ACCEPT_FIGHT	Accetta
TARGET_BUTTON_AVENGE	Vendetta
TARGET_BUTTON_BLOCK	Blocca
TARGET_BUTTON_BLOCK_REMOVE	Sblocca
TARGET_BUTTON_BUILDING_DESTROY	Distruggi
TARGET_BUTTON_DISMOUNT	Scendi
TARGET_BUTTON_EMOTION_ALLOW	Emozioni
TARGET_BUTTON_EXCHANGE	Commercia
TARGET_BUTTON_EXCLUDE	Escludi
TARGET_BUTTON_EXIT_OBSERVER	Termina la modalità spettatore
TARGET_BUTTON_FIGHT	Duello
TARGET_BUTTON_FRIEND	Amico
TARGET_BUTTON_INVITE_GUILD	Invito Gilda.
TARGET_BUTTON_INVITE_PARTY	Invito Gruppo.
TARGET_BUTTON_LEAVE_PARTY	Lascia gruppo
TARGET_BUTTON_REQUEST_ENTER_PARTY	Entra nel gruppo
TARGET_BUTTON_REVIVE	Resuscita
TARGET_BUTTON_VIEW_EQUIPMENT	Armatura
TARGET_BUTTON_WHISPER	Chat privata
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Grado 5
TARGET_LEVEL_KNIGHT	Grado 3
TARGET_LEVEL_PAWN	Grado 1
TARGET_LEVEL_S_KNIGHT	Grado 4
TARGET_LEVEL_S_PAWN	Grado 2
TARGET_TOOLTIP_ATTACK_COUNT	Punteggio totale: %d
TASKBAR_ATTACK	Attacca
TASKBAR_AUTO	Attacca automaticamente
TASKBAR_CAMERA	Videocamera
TASKBAR_ANTIEXP	Anello AntiExp
TASKBAR_EXP	Esperienza
TASKBAR_HP	HP
TASKBAR_MOVE	Muovi
TASKBAR_SKILL	Abilità
TASKBAR_SP	MP
TASKBAR_ST	AP
TENTH_COIN	Moneta/e dell'anniversario
TENTH_EVENT_ASK_EXCHANGE	Ti servono %d Bandiere dell'anniversario. Desideri continuare?
THING_COUNT	Tutti
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Riduci danno	SNA
TOOLTIP_AFFECT_CONFUSION	Ti hanno stordito.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Riduci la probabilità di colpo critico	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Signum del guardiano	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Non è stato possibile interrompere il raggio idrico.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Riduci difesa	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Lampo
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Bonus Tonno dorato	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Vestiti bagnati\nVelocità di movimento -50	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Anime (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Anime preziose (%d/150)	SA
TOOLTIP_AFFECT_MI_BUFF	Buff occupazione: %s
TOOLTIP_AFFECT_MOUNT_FALL	Caduta dalla cavalcatura	SNA
TOOLTIP_AFFECT_POLYMORPH	Trasformazione	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Incrementa tempo di ricarica	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Resistenza contro i danni abilità +15% | Resistenza contro danni da attacco normali +15%
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Elisir del ricercatore	SNA
TOOLTIP_AFFECT_RHP_REGEN	Non è possibile riposarsi	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Bonus Magazzino\n +3% EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Bonus Magazzino\n +20 difesa	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Bonus Magazzino\n +1% punti vita	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Bonus Magazzino\n +3% forte contro mostri	SNA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	In caso di punti karma bassi, il danno provocato aumenta.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Resistenza contro i colpi critici +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Resistenza contro i colpi trafiggenti +%d%%	SA
TOOLTIP_ANTI_SELL	Non può essere venduto nel negozio.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Tasso di assorbimento: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Forte contro Animali +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Forte contro Ninja +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Interruzione della difesa campana +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Interruzione della difesa frecce +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Interruzione della difesa artigli +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Forte contro i mostri Zodiaco +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Interruzione della difesa pugnale +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Forte contro mostri del deserto +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Forte contro Diavolo +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Interruzione della difesa ventaglio +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Forte contro Mezziuomini +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Forte contro gli insetti +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Forte contro Esoterici +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Forte contro mostri +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Forte contro Orchi +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Forte contro Shamani +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Forte contro Sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Interruzione della difesa spada +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Interruzione della difesa spadone +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Forte contro Zombie +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Forte contro Guerrieri +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Forte contro Lican + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Attacco sanguinante +%d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Resistenza contro l'attacco sanguinante +%d%%	SA
TOOLTIP_APPLY_BLOCK	Possibilità di blocco attacco corporale %d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Rigenerare in battaglia %d MP ogni 5 Sec.	SA
TOOLTIP_APPLY_CRITICAL_PCT	+ %d%% di possibilità nei colpi critici	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% di possibilità di mantenere MP nei colpi	SA
TOOLTIP_APPLY_DODGE	%d%% di possibilità di schivare frecce	SA
TOOLTIP_APPLY_ENCHANT_DARK	Forza dell'oscurità +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Forza dell'oscurità +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Forza della terra +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Forza della terra +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Forza del lampo +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Forza del lampo +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Forza del fuoco +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Forza del fuoco +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Forza del ghiaccio +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Forza del ghiaccio +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Forza del vento +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Forza del vento +%d%% ~ +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% di possibilità sul EXP Bonus	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% di possibilità in più di droppare Yang	SA
TOOLTIP_APPLY_IMMUNE_FALL	Immune contro caduta	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Difesa contro rallentamento	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Difesa contro svenimento	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% di possibilità in più di droppare oggetti	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% di possibilità di rigenerare HP	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% di possibilità di rigenerare MP	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% di possibilità di prendere MP dell'avversario	SA
TOOLTIP_APPLY_MAX_HP_PCT	HP max. +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	MP max. +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	Nessun effetto
TOOLTIP_APPLY_NO_DEATH_PENALTY	Facendo rinascere il personaggio sul luogo della sua morte non perderà punti esperienza.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Il Dio Drago ti protegge con le sue ali. La rianimazione a bordo non consuma alcun punto esperienza.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%% di possibilità su colpi che trafiggono	SA
TOOLTIP_APPLY_POISON_PCT	Probabilità di avvelenamento: %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Resistenza avvelenamento %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Pozione %d%% aumento dell'effetto	SA
TOOLTIP_APPLY_REFLECT_CURSE	Possibilità di riflettere maledizione: %d%%	SA
TOOLTIP_APPLY_REFLECT_MELEE	Possibilità di riflettere un attacco corporale: %d%%	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Possibilità di difesa dai ninja %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Difesa campana %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Difesa artigli %d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Difesa pugnale %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Difesa ventaglio %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Resistenza ai Mezziuomini %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Resistenza alla caduta +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Possibilità di difesa dagli shamani %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Possibilità di difesa dai sura %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Difesa spada %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Difesa spadone %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Possibilità di difesa dai guerrieri %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Resistenza vento %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Possibilità di difesa dai lican %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Possibilità di imparare dai libri migliorata di fattore 2,5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Se l'apprendimento fallisce, hai a disposizione subito un altro tentativo.	SNA
TOOLTIP_APPLY_SLOW_PCT	Probabilità di rallentamento: %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% di danni assorbiti da HP.	SA
TOOLTIP_APPLY_STEAL_SP	%d%% di danni assorbiti da MP.	SA
TOOLTIP_APPLY_STUN_PCT	Probabilità di svenimento: %d%%	SA
TOOLTIP_ARMOR	Armatura
TOOLTIP_ARROW	Freccia
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_STONE	+%d%% forte contro Rocce Metin	SA
TOOLTIP_ATT_GRADE	Valore d'attacco +%d	SA
TOOLTIP_ATT_SPEED	Velocità d'attacco +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Velocità di attacco ridotta	SNA
TOOLTIP_AUTO_POTION_HP	Elisir del Sole
TOOLTIP_AUTO_POTION_REST	Quantità rimasta: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elisir della Luna
TOOLTIP_AUTO_POTION_USING	Attivo
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Autocaccia	SNA
TOOLTIP_BATTLE_POTION	Pozione da battaglia per la zona di combattimento	SNA
TOOLTIP_BOW_DISTANCE	Raggio d'azione dell'arco +%dm	SA
TOOLTIP_BUYPRICE	%s
TOOLTIP_CAST_SPEED	Velocità della magia +%d%%	SA
TOOLTIP_CON	Vitalità  +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus costume %d%%	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Assorbe %d%% di danno come HP	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Assorbe %d%% di danno come MP	SA
TOOLTIP_DEF_GRADE	Difesa +%d	SA
TOOLTIP_DEX	Destrezza +%d	SA
TOOLTIP_DRAGON_SOUL_DECK1	Alchimia della Pietra del Drago	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Alchimia della Pietra del Drago	SNA
TOOLTIP_DS_SET	Effetto set DSS	SNA
TOOLTIP_EAR	Orecchino
TOOLTIP_ENERGY	Energia %d	SA
TOOLTIP_ETC	Ecc.
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5° bonus aggiunto +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1° bonus aggiunto +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Punti: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Livello: %d
TOOLTIP_FISHINGROD_UPGRADE1	Consegnare al pescatore
TOOLTIP_FISHINGROD_UPGRADE2	per ottenere una migliore
TOOLTIP_FISHINGROD_UPGRADE3	canna da pesca
TOOLTIP_FISHINGROD_UPGRADE4	Ora recati dal pescatore per
TOOLTIP_FISHINGROD_UPGRADE5	comprare il nuovo modello
TOOLTIP_FISHINGROD_UPGRADE6	di canna da pesca!
TOOLTIP_FISHINGROD_UPGRADE7	Questa canna da pesca è il top!
TOOLTIP_FISH_LEN	Lunghezza: %.2fcm
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4° bonus aggiunto +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	Accelerazione +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Benedizione del Dio Drago +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Sangue del Dio Drago +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Rabbia del Dio Drago +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Aiuto della magia +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Armatura benedetta +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% di EXP | +5% di drop di item | +10% di forte contro mostri	SNA
TOOLTIP_HELMET	Elmo
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Forza dell'oscurità per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Forza della terra per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Forza del lampo per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Forza del fuoco per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Forza del ghiaccio per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Forza del vento per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Resistenza vs. Oscurità per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Resistenza terra per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Resistenza lampo per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Resistenza fuoco per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Resistenza ghiaccio per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Resistenza vento per %d sec. in battaglia	SA
TOOLTIP_HP_REGEN	Rigenerazione HP +%d%%	SA
TOOLTIP_INT	Intelligenza +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valore d'attacco %d
TOOLTIP_ITEM_ATT_POWER	Valore d'attacco %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valore d'attacco %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valore d'attacco %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Velocità d'attacco %s
TOOLTIP_ITEM_DEF_GRADE	Difesa %d
TOOLTIP_ITEM_FAST	Veloce
TOOLTIP_ITEM_LIMIT_CON	Valore massimo vitalità: %d
TOOLTIP_ITEM_LIMIT_DEX	Valore massimo destrezza: %d
TOOLTIP_ITEM_LIMIT_INT	Valore massimo intelligenza: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Da liv: %d
TOOLTIP_ITEM_LIMIT_STR	Valore massimo forza: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valore attacco magico %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valore attacco magico %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Difesa magica %d
TOOLTIP_ITEM_NORMAL	Normale
TOOLTIP_ITEM_SLOW	Lento
TOOLTIP_ITEM_VERY_FAST	Molto veloce
TOOLTIP_ITEM_VERY_SLOW	Molto lento
TOOLTIP_ITEM_WEARABLE_JOB	[ Equipaggiabile ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Numero fortuna: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Attacco magico +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valore d'attacco magico +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Difesa magica +%d	SA
TOOLTIP_MALL_ATTBONUS	Attacco Corporale/Magico +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Attacco Corporale/Magico	SNA
TOOLTIP_MALL_AUTOLOOT	Drop di Yang vengono raccolti automaticamete.	SNA
TOOLTIP_MALL_DEFBONUS	Difesa +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Difesa	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% in più EXP	SNA
TOOLTIP_MALL_FISH_MIND	La possibilità di catturare un pesce è aumentata.	SNA
TOOLTIP_MALL_GOLDBONUS	Probabilità di drop di Yang incrementata (%d%%)	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Doppia probabilità di drop di Yang	SNA
TOOLTIP_MALL_ITEMBONUS	Probabilità di drop di oggetti incrementata (%d%%)	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Possibilità di razziare oggetti "+" %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Probabilità di drop di oggetti incrementata del 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Punti amore aumentano più velocemente.	SNA
TOOLTIP_MALL_SAFEBOX	Più spazio a disposizione nel magazzino.	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. MP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. resistenza +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Attacco Corporale/Magico +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS-ERRORE(%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Se hai più del 90%% di HP, il danno subito diminuisce (-%d%%).	SA
TOOLTIP_MOV_SPEED	Velocità di movimento %d%%	SA
TOOLTIP_NECK	Collana
TOOLTIP_NEED_ALL_SP	MP necessari: Max.
TOOLTIP_NEED_GSP	Spirito del drago necessario: %d
TOOLTIP_NEED_HP	HP necessari: %d
TOOLTIP_NEED_HP_PER_SEC	HP / Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Punti abilità necessari:
TOOLTIP_NEED_SP	MP necessari: %d
TOOLTIP_NEED_SP_PER_SEC	MP / Sec.:%d
TOOLTIP_NEXT_SKILL_LEVEL_1	Prossimo livello: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Prossimo livello: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Probabilità blocco danni da attacco: %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Danni medi %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Danni da attacco contro boss: +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Resistenza contro danni medi %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Danni da attacco da boss: -%d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Più di %d membri del gruppo
TOOLTIP_PARTY_INFO_GRADE_UP2	Grado d'attacco +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Grado di difesa +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Ripristinare una volta in 60 minuti gli HP/MP di tutti i membri del gruppo.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Ripristinare una volta in 30 minuti gli HP/MP di tutti i membri del gruppo.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Devi aspettare 3 minuti dopo la morte del membro del gruppo.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Puoi richiamare in ogni momento i membri del gruppo che sono sul server.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Grado d'attacco +(Numero dei membri/2) %d attaccanti possono essere scelti.
TOOLTIP_PARTY_INFO_SET_TANKER	Grado di difesa +(Numero dei membri del gruppo).  Può essere scelto lottatore corpo a corpo 1.
TOOLTIP_PARTY_SKILL_LEVEL	Livello attuale: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Attacco/Difesa migliorata]
TOOLTIP_PARTY_TITLE_HEAL	[Ripristina]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Per più di %d membri del gruppo c'è un Bonus EXP %d%%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Richiama]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[scegli attaccante]
TOOLTIP_PARTY_TITLE_SET_TANKER	[annota lottatore corpo a corpo]
TOOLTIP_PEPSI_EVENT	5% in più di bonus EXP e 5% in più di probabilità di razziare oggetti.	SNA
TOOLTIP_PICK_EXP	Punti: %d / %d
TOOLTIP_PICK_LEVEL	Livello: %d
