NPC_SEARCH	Npc keresés
WHISPERMANAGER_DIALOG5	Német
WHISPERMANAGER_DIALOG6	Lengyel
WHISPERMANAGER_DIALOG7	Portugál
WHISPERMANAGER_DIALOG8	Spanyol
WHISPERMANAGER_DIALOG9	Cseh
WHISPERMANAGER_DIALOG10	Magyar
WHISPERMANAGER_DIALOG11	Összes
PETSYSTEM_DIALOG1	Exp : %d of %d
PETSYSTEM_DIALOG2	Exp : %.2f%%
PETSYSTEM_DIALOG3	ExpI : %d of %d
PETSYSTEM_DIALOG4	ExpI : %.2f%%
PETFEED_DIALOG1	Nem lehet átfedo objektumokat beszúrni.
PETFEED_DIALOG2	Kiválasztva %s.
PETINCUBATRICE_DIALOG1	Kisállat neve érvénytelen.
PETINCUBATRICE_DIALOG2	Kell lennie: %s.
PETINCUBATRICE_DIALOG3	Inkubátor: %s.
PETINCUBATRICE_DIALOG4	Majom tojás
PETINCUBATRICE_DIALOG5	Pók tojás
PETINCUBATRICE_DIALOG6	Razador tojás
PETINCUBATRICE_DIALOG7	Nemere tojás
PETINCUBATRICE_DIALOG8	Kék Sárkány tojás
PETINCUBATRICE_DIALOG9	Vörös Sárkány tojás
PETINCUBATRICE_DIALOG10	Azrael tojás
PETINCUBATRICE_DIALOG11	Duci hóhér tojás
PETINCUBATRICE_DIALOG12	Baashido baba tojás
PETINCUBATRICE_DIALOG13	Nessie tojás
PETINCUBATRICE_DIALOG14	Exedyar tojás
UIMARKETSYS_DIALOG1	Törött: %d
UIMARKETSYS_DIALOG2	NPC Kód: %d
UIMARKETSYS_DIALOG3	Cím Kód: %d
SUPPORT_DIALOG1	Biztosan eltávolítja a kijelölt elemet?
SUPPORT_DIALOG2	Ehhez támogatást kell hívni!
SUPPORT_DIALOG3	Ezt az tárgyat nem adhatja meg.
SUPPORT_DIALOG4	A tárgy nem a megfelelo nem!
SUPPORT_DIALOG5	Az elem hozzáadásával a bónuszok elvesznek. Akarod folytatni?
PETSPECIAL_QUESTION1	Be akarja tenni a kisállatot a hordozóba?
PETSPECIAL_QUESTION2	Szeretné etetni kedvencét?
PVP_DUEL_TIME_REMAINING	Hátralévo ido: [%s]
AFFECT_NEW_POTION31	Vezér könyve
APPLY_PARTY_DROPEXP	Minden csapattag %d%% -al több EXP-t fog kapni	SA
SLOTNAME_10	PVM tárgy
SLOTNAME_11	PVP tárgy
TOOLTIP_PETSKILL_1	Ellenállás (Harcos)
TOOLTIP_PETSKILL_2	Ellenállás (Sura)
TOOLTIP_PETSKILL_3	Ellenállás (Ninja)
TOOLTIP_PETSKILL_4	Ellenállás (Sámán)
TOOLTIP_PETSKILL_5	Kritikus sebzés (PvM)
TOOLTIP_PETSKILL_6	Szörnyek elleni ero
TOOLTIP_PETSKILL_7	Foszörnyek ellni ero
TOOLTIP_PETSKILL_8	Tisztánlátás
TOOLTIP_PETSKILL_9	Drop Yang
TOOLTIP_PETSKILL_10	Támadó/varázs érték
TOOLTIP_PETSKILL_11	Esély közvetlen testi támadás kivédésére
TOOLTIP_PETSKILL_12	Esély testi támadás visszaverésére
TOOLTIP_NEW_POTION30	Növeli a hal elfogásának esélyét 20%-al, ha a hal ritka.
AFFECT_NEW_POTION30	Halász könyv
TOOLTIP_APPLY_FISHING_RARE	%d%% -al több esély, hogy ritka halat fogj.	SA
TOOLTIP_ROD_FISHING	%d%% -al több esély hal elfogására.
TOOLTIP_FISH_USE_TIME	Idotartam: %d percek
TOOLTIP_ANTIDROP	|Eemoji/anti_drop|e
TOOLTIP_ANTISAFEBOX	|Eemoji/anti_safebox|e
TOOLTIP_ANTISELL	|Eemoji/anti_sell|e
TOOLTIP_ANTISHOP	|Eemoji/anti_shop|e
SLOTNAME_1	Vért Kinézet
SLOTNAME_2	Hajstílus Kinézet
SLOTNAME_3	Hátas Kinézet
SLOTNAME_4	Vállpánt Kinézet
SLOTNAME_5	Fegyver Kinézet
SLOTNAME_6	Kiállat Kinézet
SLOTNAME_7	Hátas
SLOTNAME_8	Vért Effekt
SLOTNAME_9	Fegyver Effekt
TEXT_CHANNEL	%s, CH%d
CH_99_NAME	%s, General
TOOLTIP_BONUS_UNKNOWN	Ismeretlen
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ANIMAL	Állatok elleni ero
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ORC	Orkok elleni ero
TOOLTIP_DUNGEON_APPLY_ATTBONUS_UNDEAD	Éloholtak elleni ero
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DEVIL	Ördög elleni ero
TOOLTIP_DUNGEON_APPLY_RESIST_FIRE	Tuz ellenállás
TOOLTIP_DUNGEON_APPLY_RESIST_ELEC	Villám ellenállás
TOOLTIP_DUNGEON_APPLY_RESIST_ICE	Jég ellenállás
TOOLTIP_DUNGEON_APPLY_RESIST_WIND	Szél ellenállás
TOOLTIP_DUNGEON_APPLY_RESIST_EARTH	Föld ellenállás
TOOLTIP_DUNGEON_APPLY_RESIST_DARK	Sötétség ellenállás
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ELEC	Villám elleni ero
TOOLTIP_DUNGEON_APPLY_ATTBONUS_FIRE	Tuz elleni ero
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ICE	Jég elleni ero
TOOLTIP_DUNGEON_APPLY_ATTBONUS_WIND	Szél elleni ero
TOOLTIP_DUNGEON_APPLY_ATTBONUS_EARTH	Föld elleni ero
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DARK	Sötétség elleni ero
TOOLTIP_DUNGEON_APPLY_DESIGN_1	Villám, Sötétség, Jég, Tuz, Föld elleni ero
TOOLTIP_DUNGEON_APPLY_ATTBONUS_RUNE	Rúna szörnyek elleni ero
TOOLTIP_APPLY_DESIGN_1	Villám, Sötétség, Jég elleni ero %d%%	SA
AFFECT_NEW_POTION24	Harmónia Fülbevaló
AFFECT_NEW_POTION25	Szerelem Karköto
AFFECT_NEW_POTION26	Szerelem Fülbevaló
AFFECT_NEW_POTION27	Harmónia Karköto
AFFECT_NEW_POTION28	Szerelem Nyaklánc
AFFECT_NEW_POTION29	Harmónia Nyaklánc
PET_TOOLTIP_LV	Szint: %d
PET_TOOLTIP_BNS1	TP: +%s%%
PET_TOOLTIP_BNS2	Szörnyek elleni ero: +%s%%
PET_TOOLTIP_BNS3	Átlagos kár[PVM]: +%s%%
DS_TIME_CHARGE	Hátralévo ido: %d%% (mp %d) di %d%% (mp %d)
BIOLOGIST_ALERT2	Hogy fojtasdhasd vedd ki a nyereményed.
BIOLOGIST_ALERT3	Fejezd be a küldetésed hogy kivehesd a jutalmadat.
BIOLOGIST_ALERT4	Hogy a jutalmad kivehesd minden szükséges tárgyat le kell hogy adj.
BIOLOGIST_CONFIRM_TYPE1	Biztos vagy-e abban hogy ezt a bónuszt szeretnéd?
BIOLOGIST_ALERT_TYPE1	A következo bónuszok kiválasztása után választhatod ki, hogy mit szeretnél.
BIOLOGIST_REWARD_TYPE0	A következo bónuszokat kapod:
BIOLOGIST_REWARD_TYPE1	Ki kell választanod egyet a következö bónuszokból:
BIOLOGIST_WAIT_FINISH	A biológus várási ideje végetért.
BIOLOGIST_WAIT	A következo leadásig: %s
BIOLOGIST_COUNT	%d/%d
BIOLOGIST_MISSION_NAME_1	Ork fog
BIOLOGIST_MISSION_NAME_2	Átok könyv
BIOLOGIST_MISSION_NAME_3	Démoni emlékek
BIOLOGIST_MISSION_NAME_4	Jég gömbök
BIOLOGIST_MISSION_NAME_5	Zeklova ágak
BIOLOGIST_MISSION_NAME_6	Tugyi táblák
BIOLOGIST_MISSION_NAME_7	Vörös szellem fa ágai
BIOLOGIST_MISSION_NAME_8	Vezetoi jegyzetek
BIOLOGIST_MISSION_NAME_9	Rosszindulatú ékszer
BIOLOGIST_MISSION_NAME_10	Bölcsesség ékszer
BIOLOGIST_MISSION_NAME_11	Sötét páfrányok
BIOLOGIST_MISSION_NAME_12	Chaegirab gyurui
BIOLOGIST_MISSION_NAME_13	Metin kristályok
BIOLOGIST_MISSION_NAME_14	Tisztított magok
BATTLE_PASS_PROCENT	Százalékok: %.1f%%
BATTLE_PASS_ALERT1	Nincsen aktív battlepassod aktiválva, erre a tárgyra van szükséged hogy aktiválhasd.
BATTLE_PASS_OK	OK
BATTLE_PASS_STATUS	Státusz: %s%s|h|r
BATTLE_PASS_INACTIVE	Inaktív
BATTLE_PASS_ACTIVE	Folyamatban
BATTLE_PASS_COMPLETED	Elkészítve
BATTLE_PASS_UNKNOWN_NAME	Nem ismert név
BATTLE_PASS_NAME	Név: %s
BATTLE_PASS_COUNTQUEST	Fennmaradó küldetések: %s
BATTLE_PASS_COUNTQUEST_COMPELTED	Elkészíttett küldetések: %s
BATTLE_PASS_REMAINING_TIME	Fennmaradó ido: %s
PETBOX_RIMUOVE	Biztos hogy ezt a kisállatot akarod kivenni?
BUY_GAYA_ITEM	Biztos hogy ezt a tárgyat akarod megvenni?
PETSKILLNAME_1	Ellenállás (warrior)
PETSKILLNAME_2	Ellenállás(sura)
PETSKILLNAME_3	Ellenállás (ninja)
PETSKILLNAME_4	Ellenállás (shaman)
PETSKILLNAME_5	Kritikus sebzés (PvM)
PETSKILLNAME_6	Metinek elleni ero
PETSKILLNAME_7	Foszörnyek ellni ero
PETSKILLNAME_8	Drop EXP
PETSKILLNAME_9	Drop Yang
PETSKILLNAME_10	Támadás/Mágikus érték
PETSKILLNAME_11	Közelharci támadás blokkolása
PETSKILLNAME_12	Közelharci támadás visszaverése
PETBOX_DESC1	Jellemvonásai:
PETBOX_DESC2	Kor: %d nap, %d óra és %d perc
PETBOX_DESC3	Lv: %d
PETBOX_DESC4	Evolúció: %s
PETBOX_DESC5	HP: %s%%
PETBOX_DESC6	Szörnyek elleni erö: %s%%
PETBOX_DESC7	Általános sebzés (csak szörnek ellen): %s%%
PETBOX_DESC8A	Képesség hely 1: Blokkolva
PETBOX_DESC9A	Képesség hely 2: Blokkolva
PETBOX_DESC10A	Képesség hely 3: Blokkolva
PETBOX_DESC11A	Képesség hely 4: Blokkolva
PETBOX_DESC8B	Képesség hely 1: Üres
PETBOX_DESC9B	Képesség hely 2: Üres
PETBOX_DESC10B	Képesség hely 3: Üres
PETBOX_DESC11B	Képesség hely 4: Üres
PETBOX_DESC8C	Képesség hely 1: %s (%d)
PETBOX_DESC9C	Képesség hely 2: %s (%d)
PETBOX_DESC10C	Képesség hely 3: %s (%d)
PETBOX_DESC11C	Képesség hely 4: %s (%d)
PET_EVOLUTION1	Normális
PET_EVOLUTION2	Normális
PET_EVOLUTION3	Vad
PET_EVOLUTION4	Bátor
SUBTEXT_OFFLINESHOP_TEXT15	Név:
SUBTEXT_OFFLINESHOP_TEXT16	Ár:
CLOSE_AUCTION	Közel
CUBE_CATEGORY1	Fegyverek
CUBE_CATEGORY2	Páncélzatok
CUBE_CATEGORY3	Ékszerek
CUBE_CATEGORY4	Más
CUBE_CATEGORY5	Karkötok Lv. 90 [PvP]
CUBE_CATEGORY6	Ékszerek Lv. 100 [PvP]
CUBE_CATEGORY7	Övek [PvP]
CUBE_CATEGORY8	Övek [PvM]
CUBE_CATEGORY9	Nyakláncok Lv. 90 [PvP]
CUBE_CATEGORY10	Fülbevalók Lv. 90 [PvP]
CUBE_CATEGORY11	Fegyverek Lv. 80 [PvP]
CUBE_CATEGORY12	Fegyverek Lv. 90 [PvP]
CUBE_CATEGORY13	Fegyverek Lv. 100 [PvP]
CUBE_CATEGORY14	Fegyverek Lv. 105 [PvM]
CUBE_CATEGORY15	Páncélzatok Lv. 80 [PvM]
CUBE_CATEGORY16	Páncélzatok Lv. 90 [PvM]
CUBE_CATEGORY17	Páncélzatok Lv. 110 [PvM]
CUBE_CATEGORY18	Páncélzatok Lv. 90 [PvP]
CUBE_CATEGORY19	Páncélzatok Lv. 105 [PvP]
CUBE_CATEGORY20	Páncélzatok Lv. 110 [PvP]
CUBE_CATEGORY21	Cipok Lv. 105 [PvP]
CUBE_CATEGORY22	Cipok Lv. 100 [PvM]
CUBE_CATEGORY23	Sisakok Lv. 115 [PvP]
CUBE_CATEGORY24	Sisakok Lv. 80 [PvM]
CUBE_CATEGORY25	Sisakok Lv. 95 [PvM]
CUBE_CATEGORY26	Sisakok Lv. 105 [PvP]
CUBE_CATEGORY27	Hátas (Permanent)
CUBE_CATEGORY28	Kisállat (Permanent)
CUBE_CATEGORY29	Drágako Készítés
CUBE_CATEGORY30	Drágako Készítés 1
CUBE_CATEGORY31	Drágako Készítés 2
CUBE_CATEGORY32	Drágako Készítés 3
CUBE_CATEGORY33	Drágako Készítés 4
CUBE_CATEGORY34	Drágako Készítés 5
CUBE_CATEGORY35	Drágako Készítés 6
CUBE_CATEGORY36	Drágako Készítés 7
CUBE_CATEGORY37	Drágako Készítés 8
CUBE_CATEGORY38	Drágako Készítés 9
CUBE_CATEGORY39	Drágako Készítés 10
CUBE_CATEGORY40	Drágako Készítés 11
CUBE_CATEGORY41	Drágako Készítés 12
CUBE_CATEGORY42	Drágako Készítés 13
CUBE_CATEGORY51	Tartozékok Lv60 – Pajzs Lv75 [PVM]
CUBE_CATEGORY999	Más
SYSTEM_OPTION_CPU_TILING_1	A CPU grafikus módja javíthatja a gyengébb számítógép sebességét.
SYSTEM_OPTION_CPU_TILING_2	Ha problémái vannak a grafikával, válassza a Rendszer lehetoséget "or CONFIG.exe".
SYSTEM_OPTION_CPU_TILING_3	és GPU grafikus módba kapcsol.
SYSTEM_OPTION_GPU_TILING_1	A GPU grafikus mód lassíthatja a sebességet egy gyengébb számítógépen.
SYSTEM_OPTION_GPU_TILING_2	Ha problémái vannak a grafikával, válassza a Rendszer lehetoséget "or CONFIG.exe".
SYSTEM_OPTION_GPU_TILING_3	és CPU grafikus módba kapcsol.
SYSTEM_OPTION_TILING_EXIT	A grafikus mód megváltoztatásához újra kell indítani a játékot.
PETSKILL_COOLDOWN	Visszatöltés: %s sec
PETSKILL_HP	Hp Visszaállítás: %s
PETSKILL_INVICIBLE	Legyozhetetlen: %s sec
ITEM_PRICE_TITLE	[ Ár ]
ITEM_IS_WORTH	%d |Emoji/%s|e %s
ITEM_IS_FREE	Free
DO_YOU_BUY_ITEM_NORMAL	Megvásárolni %d %s?
CHATTING_SETTING_LEFT1	A szuro eltávolításához kattintson a jobb gombbal.
CHATTING_SETTING_LEFT2	Az általános szurot nem lehet eltávolítani.
CHAT_TYPE_INFO_EXP	Exp
CHAT_TYPE_INFO_ITEM	Tárgy
CHAT_TYPE_INFO_VALUE	Érték
CHATTING_SETTING_ADD	Fül hozzáadása
CHATTING_SETTING_ADD_MAX	Elérte a maximális határt.
CHATTING_SETTING_CHANGE_TITLE_NAME	Menti a csevegés nevét?
CHATTING_SETTING_CHANGE_TITLE_NOT	Az általános csevegés nevét nem módosíthatja.
CHATTING_SETTING_CHANGE_TITLE_NOT2	A név nem tartalmazhat szóközt.
CHATTING_SETTING_CHANGE_TITLE_NOT3	A név nem tartalmazhat 6 karakternél többet.
CHATTING_SETTING_CHANGE_TITLE_NOT4	A név Üres.
CHATTING_SETTING_SETTING	Beállítások
TOOLTIP_DOUBLE_DROP_ITEM	A dobás duplázva	SNA
TOOLTIP_IRR_WEAPON_DEFENSE	%d%% Fegyver védekezése lebontva	SA
EMOTION_SIRENA	Berrego
EMOTION_CALL	Hívás
EMOTION_CHARGING	Feltöltés
EMOTION_CELEBRATION	Ünneplés
EMOTION_WEATHER	Ido
EMOTION_ALCOHOL	Alkohol
EMOTION_HUNGRY	Éhes
EMOTION_SELFIE	Selfie
EMOTION_PUSHUP	Fekvotámasz
EMOTION_EXERCISE	Gyakorlat
EMOTION_DOZE	Szundi
EMOTION_DANCE_7	Tánc 7
WINDOW_TXT1	Lv min: %s
WINDOW_TXT2	Lv max: %s
WINDOW_TXT3	Nincsenek meg a megfelelo tárgyak a belépéshez.
WINDOW_TXT4	Szükséges tárgy:
WINDOW_TXT5	Erre a részre szeretnél utazni %s?
WINDOW_TXT6	Nincs elég yangod!
DAILYGIFT_TXT1	Nap %d
DAILYGIFT_TXT2	Beváltás
DAILYGIFT_TXT3	Napi ajándék:
QUESTION_DLG_CHANGELANGUAGE	Megszeretnéd változtatni a nyelvet?
QUESTION_DLG_REMOVEACC	El szeretnéd törölni %s?
MINIMAP_SHOW_BLOCKPVP	Blokkolja a Felszerelések elonézetét párbajban [F10]
MINIMAP_SHOW_UNBLOCKPVP	Oldja fel a párbajfelszerelés elonézetét [F10]
SKILL_CHANGE_AVAILABLE	Lehetséges változások: %d
DUEL_MINIWINDOW_OVER_SLOT	A képre kattintva megnyithatja a párbaj fo paneljét.
PET_MINIWINDOW_OVER_SLOT	Ha megnyomja a "P" gombot, vagy rákattint erre a nyílásra, kinyithatja kedvence fopaneljét.
RENDER_TITLE	Elonézet
MINIMAP_SHOW_WIKI	Wiki [H]
MINIMAP_SHOW_DUNGEONINFO	Dungeon Info [F7]
MINIMAP_SHOW_DAILYGIFT	Napi ajándék
MINIMAP_SHOW_BIOLOGIST	Biolóügus küldik
MINIMAP_SHOW_TELEPORT	Teleport [F5]
MINIMAP_SHOW_SAVEPOINT	Mentési pont [F11]
MINIMAP_SHOW_OFFLINESHOP	Offline Shop [Y]
RUNE_IS_UNLOCKED1	Feloldottál egy rúnát.
RUNE_IS_UNLOCKED2	Eloször azonban tudnia kell, mi az; olvassa el a kapott levelet.
TOOLTIP_APPLY_STOLA_COSTUME1A	Szörnyek elleni ero - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2A	Metinek elleni ero - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2B	Életero - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME3A	Foszörnyek ellni ero - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME3B	Inteligencia - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME4A	Félemberek elleni ero - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5A	Félemberek elleni Ellenállás - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5B	Ero - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME6A	Max. HP - min: +%d e max: +%d
GRADE_STOLA	[Fokozat: %d]
SUPPORT_ERR1	Ehhez támogatást kell hívnia!
SUPPORT_ERR2	Csak olyan elemeket adhat meg, amelyeket sámánok felszerelhetnek.
SUPPORT_ERR3	Ezt az elemet nem adhatja meg.
SUPPORT_ERR4	Az objektum nem a megfelelo nem!
SUPPORT_CONFIRM	Biztos hogy folytatni szeretnéd?
SUPPORT_CONFIRM2	Biztosan eltávolítja a kijelölt objektumot?
SUPPORT_CONFIRM3	Biztos hogy ki szeretnéd cserélni?
AFFECT_NEW_POTION1	Narancs ampullák
AFFECT_NEW_POTION2	Sárga Ampullák
AFFECT_NEW_POTION3	Kék Ampullák
AFFECT_NEW_POTION4	Vörös Ampullák
AFFECT_NEW_POTION5	Zöld Ampullák
AFFECT_NEW_POTION6	Ibolya Ampullák
AFFECT_NEW_POTION7	Kék Harmat
AFFECT_NEW_POTION8	Narancs Harmat
AFFECT_NEW_POTION9	Fehér Harmat
AFFECT_NEW_POTION10	Sárga Harmat
AFFECT_NEW_POTION11	Vörös Harmat
AFFECT_NEW_POTION12	Zöld Harmat
AFFECT_NEW_POTION13	Átüto csapás
AFFECT_NEW_POTION14	Kritikus csapás
AFFECT_NEW_POTION15	Sárkányisten Támadása
AFFECT_NEW_POTION16	Sárkányisten Védelme
AFFECT_NEW_POTION17	Sárkányisten Inteligenciája
AFFECT_NEW_POTION18	Sárkányisten Élete
AFFECT_NEW_POTION19	Támadási Sebesség Elixírje
AFFECT_NEW_POTION20	Zöld Fozet(G) (inf)
AFFECT_NEW_POTION21	Bölcsesség Fozet
AFFECT_NEW_POTION22	P. Bölcsesség
AFFECT_NEW_POTION23	Tolvaj Kesztyü
NEW_POTION_STATUS_0	[Kikapcsolva]
NEW_POTION_STATUS_1	[Aktiválva]
RUNE_POWER	Ero: %d%%
RUNE_POWER_CHARGE	Fennmaradó ero: %d%% di %d%%
RUNE_ACTIVATE	Szeretnéd aktiválni %s?
RUNE_DEACTIVATE	Szeretnéd deaktiválni %s?
RUNE_ACTIVATE_ALL	Szeretné aktiválni az összes rendelkezésre álló rúnát?
RUNE_DEACTIVATE_ALL	Letiltja az összes rendelkezésre álló rúnát?
RUNE_CHARGE	Szeretné növelni az erejét %s con %s?
RUNE_ACTIVATED_1	Egy vagy több rúnája aktív/aktív.
RUNE_ACTIVATED_2	Minden rúna aktív.
RUNE_LOCKED	A rúnarendszer feloldódik, amikor eléri a 70 -es szintet.
MAP_NAME_357	Osi piramis
AFFECT_SKILL_QUESTION	Biztosan le szeretné tiltani a készségszeretetet?
AFFECT_DROP_QUESTION1	Biztosan le szeretné tiltani a fiók ejtését?
AFFECT_DROP_QUESTION2	Biztos benne, hogy a Szeretnéd aktiválja a csökkenést ezen a fiókon?
TOOLTIP_DROP_BLOCK	A fiók ejtése le van tiltva. Kattintson ide az aktiválásához.
TOOLTIP_DROP_UNBLOCK	Ennek a fióknak a cseppje aktiválva van. Kattintson ide a kikapcsolásához.
TOOLTIP_APPLY_ATTBONUS_RUNE	+%d%% Rúna szörnyek elleni ero	SA
MAP_NAME_218	Rúna Dungeon
UI_CHOOSE_LANGUAGE	Válassz nyelvet:
UI_END	Vége
UI_GETIN	Belépés most
WHISPER_ADMIN_SEND_MESSAGE	Küld az üzenetet
WHISPER_ADMIN_CLEAR_MESSAGE	Üzenet törlése
WHISPER_ADMIN_CANCEL_ACTION	Az akció végzése
WHISPER_ADMIN_LEN_TEXT	[i] Minimális / maximális karakterek: |cFF7cff00%d|r / |cFFff0000%d|r
WHISPER_ADMIN_CUR_LANG	[i] Az aktuális nyelv kiválasztva: |cFFffce00[%s]
WHISPER_ADMIN_TITLE_NAME	GM: Küldj suttogó üzenetet az országnak.
WHISPER_ADMIN_MESSAGE	[Szerver] : [%s] : %s
WHISPER_ADMIN_MESSAGE2	[Szerver] : [%s] :%s
WHISPER_ADMIN_QUESTION_SEND	Biztos hogy ezt az üzenetet szeretnéd küldeni?
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	A rendszernek nem válaszolhatsz.
KASMIR_MARKET_PRIVATESHOP_0	Alapértelmezett
KASMIR_MARKET_PRIVATESHOP_1	Ezer és egy éjszaka
KASMIR_MARKET_PRIVATESHOP_2	Grill mester
KASMIR_MARKET_PRIVATESHOP_3	Kincs vadász
KASMIR_MARKET_PRIVATESHOP_4	Minimális láng
KASMIR_MARKET_PRIVATESHOP_5	Fegyvezet árus
KASMIR_MARKET_PRIVATESHOP_6	Fegyverzet eladásra
KASMIR_MARKET_PRIVATESHOP_7	Alkimista
KASMIR_PAKET_STANDART	Alapértelmezett
KASMIR_PAKET_FIRE	Tuz
KASMIR_PAKET_ICE	Jég
KASMIR_PAKET_PAPER	Pappír
KASMIR_PAKET_RIBON	Szallag
KASMIR_PAKET_WING	Szárny
MINIMAP_BOSS_RESPAWN_TIME	Újjraéledés: %d min.
ALERT_SASH_REMOVE_ATTR	Biztos hogy folytatni szeretnéd?
TOOLTIP_APPLY_ATTBONUS_MEDI_PVM	Általános sebzés [PVM] %d%%	SA
TOOLTIP_APPLY_PVM_CRITICAL_PCT	+%d%% Sebzés a kritikus találatra (PVM)	SA
PET_ASK_LEARN	Biztos hogy folytatni szeretnéd?
PET_APPLY_MAX_HP_PCT	Max HP. +%s%%	SA
PET_APPLY_ATTBONUS_MONSTER	Szörnyek elleni ero +%s%%	SA
PET_APPLY_MEDI_PVM	Általános sebzés [PVM] +%s%%	SA
PET_TIME_TOOLTIP	Idp: %d Napok %d Órák %d Percek
PET_TIME_TOOLTIP_INF	Idotartam: Végtelen
PET_TIME_GUI	Ido: %d (d) %d (h) %d (m)
PET_TIME_GUI_OLD	Ido: %s / %s Órák
ALERT_REVIVE_PET	Biztos hogy meg szeretnéd etetni a kisállatod?
DS_SET_INFO	Aktiválja a 6 Sárkány kövek +6 -ot a következo bónuszok kihasználásához:
ASK_SEX_CHOOSE	Eloször ki kell választania a mufajt !
COMB_ALERT	A különleges bónuszokat eltávolítjuk!
COMB_ALERT1	Ehhez hozzá kell adnia az átviteli görgetot a nyílásukhoz.
COMB_ALERT2	Eloször hozzá kell adnia azt a jelmezt, amelybol a bónuszokat levonják.
COMB_ALERT3	Bónuszokat csak a jelmezekbol lehet átutalni.
COMB_ALERT4	Bónuszokat csak azonos típusú jelmezekbol lehet átutalni.
COMB_ALERT5	Bónuszokat csak testviseletekbol lehet átutalni.
COMB_ALERT6	Bónuszokat csak azonos típusú jelmezbol lehet átutalni.
COMB_ALERT7	A jelmeznek legalább egy Normális bónusszal kell rendelkeznie!
VIEW_RENDERING	Nyomj |Eemoji/key_ctrl|e Hogy megnézhesd.
DUEL_BLOCK_CHANGE_ITEM	[x] Tárgy megváltoztatása
DUEL_BLOCK_BUFF	[x] Buff
DUEL_BLOCK_POTION_RED	[x] Vörös Bájital
DUEL_BLOCK_HORSE_MOUNT	[x] Ló/Hátas
DUEL_BLOCK_PET	[x] Kisállat
DUEL_BLOCK_POLY	[x] Poli
DUEL_BLOCK_PARTY	[x] Party
DUEL_BLOCK_EXCHANGE	[x] Átváltás
DUEL_TARGET_NAME	Harc:
DUEL_MONEY_ADD	[i] Hozzáadás
DUEL_MONEY_CANCEL	[i] Megszüntetés
DUEL_MONEY_TITLE	[i] Pénzel való fogadás
DUEL_MONEY_CURRENT	Tényleges pénz: 
DUEL_VICTIM_ERROR	<Avviso> Nem teheti meg, ha nem fogadja el vagy nem utasítja el.
DUEL_MONEY_ERROR_1	<Avviso> Csak egy szám adható meg.
DUEL_MONEY_ERROR_2	<Avviso> Az enteVörös száma kisebb vagy egyenlo 0 -val.
DUEL_MONEY_ERROR_3	<Avviso> A megadott affektus nagyobb, mint a készletben lévo hatás.
DUEL_TITLENAME	Menedzser kijelzo berendezések a párbajban
DUEL_EQUIP_BLOCK	Blokk
DUEL_EQUIP_UNBLOCK	Letiltás feloldása
DUEL_TITLENAME_EQUIP	Ellenfél felszerelése:
DUEL_CHOOSE_BLOCK	Válassza ki, hogy mit szeretne letiltani:
DUEL_INFO_1	Pg. Név:
DUEL_INFO_2	Klán Név:
DUEL_INFO_3	Lv:
DUEL_INFO_4	Game Time:
DUEL_INFO_5	A tét nyertese:
DUEL_INFO_6	Az ellenfél részletei:
DUEL_LIVE_VICTIM_LEVEL	Lv:
DUEL_LIVE_VICTIM_NAME	Név:
COMMON_SKILL_143A	Növelje a Támadás értékét: %d%%
COMMON_SKILL_143B	Növelje a varázs Támadás értékét: %d%%
COMMON_SKILL_144	A yang dobás értékének növelése: %d%%
COMMON_SKILL_145	Növelje erejét a szörnyek ellen: %d%%
COMMON_SKILL_146	Növelje az Élet pontokat a gombbal: %d
NEW_EXCHANGE_ADDED	%s Hozzáadva %s.
NEW_EXCHANGE_YOU_READY	%s Készen áll a kereskedésre.
NEW_EXCHANGE_YOU_ACCEPT	%s Csere elfogadása.
NEW_EXCHANGE_ACCEPT	%s %s Csere elfogadva.
NEW_EXCHANGE_YOU_ABORT	%s Csere megállítása.
NEW_EXCHANGE_ABORT	%s %s Csere félbeszakítása.
NEW_EXCHANGE_LEVEL	Lv. %d
NEW_EXCHANGE_ALERT1	Tágyaid cserébe nem kapsz semmit,
NEW_EXCHANGE_ALERT2	És nem leszel képes se yangot se tárgyat visszakapni.
EXCHANGE_TITLE	Cserély ezzel %s
EXCHANGE_TITLE_LEVEL	Cserély ezzel %s (%d)
USE_200_ITEMS	|Eemoji/key_rclick|e + |Eemoji/key_ctrl|e Hogy használj egy egész csomagot.
