NPC_SEARCH	Npc Search
MISTS_ISLAND_MSG_03	%s has occupied %s!
MISTS_ISLAND_MSG_04	%s is attacking %s!
MISTS_ISLAND_MSG_05	%s has successfully upgraded the %s to level %d!
MISTS_ISLAND_MSG_06	%s has appeared on the battlefield!
MISTS_ISLAND_QUESTION_01	Do you want to leave the Battle of the Five Shrines?
MISTS_ISLAND_QUESTION_02	Do you want to teleport to the recently attacked shrine? \n Costs: %s Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Occupying Kingdom: %s
MISTS_ISLAND_TOOLTIP_03	Improvement Level: +%d
MISTS_ISLAND_TOOLTIP_04	Occupation Buff: %s
MISTS_ISLAND_TOOLTIP_05	Conquering the Shrines
MISTS_ISLAND_TOOLTIP_06	1. In order to capture a shrine, it must first be destroyed.
MISTS_ISLAND_TOOLTIP_07	2. The kingdom which has the most combatants nearby after 1 minute will capture the shrine.
MISTS_ISLAND_TOOLTIP_08	3. After 3 minutes, the shrine will reappear in the colour of the kingdom which captured it.
MISTS_ISLAND_TOOLTIP_09	4. The longer a shrine has been under control by the same kingdom, the harder it will be to destroy.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	Ten Thousand	
MONETARY_UNIT2	Hundred Billion	
MONEY_INPUT_DIALOG_SELLPRICE	Sales Price:	
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Cancel
MOVE_CHANNEL_NOTICE	You are connected to channel %d.
MOVE_CHANNEL_NOT_MOVE	You cannot change your channel.
MOVE_CHANNEL_SELECT	OK
MOVE_CHANNEL_TITLE	Channels
MOVE_ITEM_FAILURE_PRIVATE_SHOP	You cannot move items while you have a private shop open.
MUSIC_EMPTY_MUSIC_LIST	No Backgroundmusic.	
MUSIC_METIN2_DEFAULT_THEMA	Metin2 Standard music	
MUSIC_NOT_SELECT_MUSIC	No Music file chosen.	
NEEFD_REST	You must rest first.	
NOT_YET_SUPPORT	Not yer supported	
OPEN_THE_SPECIAL_ACTION_KIT	%s added to emotions.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	You cannot activate Guild Mode when you do not belong to a Guild.	
OPTION_PVPMODE_NOT_SUPPORT	You cannot choose this configuration in PvP Mode.	
OPTION_PVPMODE_PROTECT	You need to have at least Level %d to be able to change the PvP Mode.	
PARTY_ANSWER_TIMEOVER	The invitation was rejected.
PARTY_BONUS_ATTACKER	Attack Value: +%d	SA
PARTY_BONUS_BERSERKER	Attck Speed: +%d	SA
PARTY_BONUS_BUFFER	Skill Duration: +%d	SA
PARTY_BONUS_DEFENDER	Defence: +%d%%	SA
PARTY_BONUS_EXP	Bonus EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	Max. SP: +%d%%	SA
PARTY_BONUS_TANKER	Max. HP: +%d	SA
PARTY_BREAK_UP	Delete Group	
PARTY_DO_YOU_ACCEPT	would like to join the Group.
PARTY_DO_YOU_JOIN	has invited you to join his group. Accept?
PARTY_EXP_DISTRIBUTION_MODE	EXP Distribution	
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Level dependant
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Higher level group members receive more EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	even
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	All Group members receive the same EXP.	
PARTY_HEAL_ALL_MEMBER	Restore everything.	
PARTY_INCREASE_AREA_150	Range of the group heightened of the factor 1.5 .	SNA
PARTY_INCREASE_AREA_200	Range of the group heightened of the factor 2.	SNA
PARTY_LEAVE	Leave group
PARTY_LONGTIME_BONUS_EXP	Bonus EXP for a long group game: +%d%%	SA
PARTY_MATCH_CANCEL	The group search for %s has been cancelled.
PARTY_MATCH_FAIL_FULL_MEMBER	Your group cannot accept any more members.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	You cannot register for this dungeon.
PARTY_MATCH_FAIL_LEVEL	Your level is too low.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	The member %s does not fulfil the necessary requirements.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Please select a dungeon first.
PARTY_MATCH_FAIL_NOT_LEADER	Only the group leader can register.
PARTY_MATCH_FAIL_NO_ITEM	You do not have enough %s.
PARTY_MATCH_SEARCHING	Search
PARTY_MATCH_START	You have registered your group for the following dungeon: %s!
PARTY_MEMBER_OFFLINE	[Offline]
PARTY_RECALL_MEMBER	Call group member.	
PARTY_REGEN_BONUS	Bonus for HP- + SP regeneration: +%d%%	SA
PARTY_REQUEST_DENIED	Your request has been declined.
PARTY_RK_CATEGORY_CZ_CHICKEN	You Guardian Rankings
PARTY_RK_CATEGORY_CZ_COW	Chou Guardian Rankings
PARTY_RK_CATEGORY_CZ_DOG	Xu Guardian Rankings
PARTY_RK_CATEGORY_CZ_DRAGON	Chen Guardian Rankings
PARTY_RK_CATEGORY_CZ_HORSE	Wu Guardian Rankings
PARTY_RK_CATEGORY_CZ_MONKEY	Shen Guardian Rankings
PARTY_RK_CATEGORY_CZ_MOUSE	Zi Guardian Rankings
PARTY_RK_CATEGORY_CZ_PIG	Hai Guardian Rankings
PARTY_RK_CATEGORY_CZ_RABBIT	Mao Guardian Rankings
PARTY_RK_CATEGORY_CZ_SHEEP	Wei Guardian Rankings
PARTY_RK_CATEGORY_CZ_SNAKE	Si Guardian Rankings
PARTY_RK_CATEGORY_CZ_TIGER	Yin Guardian Rankings
PARTY_SET_ATTACKER	Constitute as Attacker.	
PARTY_SET_BERSERKER	Constitute as Berserker.	
PARTY_SET_BUFFER	Constitute as Blocker.	
PARTY_SET_DEFENDER	Constitute as Defender.	
PARTY_SET_NORMAL	Withdraw settings.	
PARTY_SET_SKILL_MASTER	Constitute as Skill Master.	
PARTY_SET_TANKER	Constitute as blade fighter.	
PARTY_SKILL_ATTACKER	Base Attack Value Attacker +%.0f	
PARTY_SKILL_BERSERKER	Attack Speed Berserker +%.0f	
PARTY_SKILL_BUFFER	Skill Duration Blocker +%.0f	
PARTY_SKILL_DEFENDER	Defence as Defender +%.0f
PARTY_SKILL_HP_REGEN	HP Regeneration +%.0f%%	
PARTY_SKILL_PARTY_AREA	Group range +%d%%	
PARTY_SKILL_SKILL_MASTER	Max. SP as Skill Master +%.0f
PARTY_SKILL_TANKER	Max. HP blade fighter +%.0f	
PARTY_SKILL_WARP	Possible to call group members.	
PASSWORD_TITLE	Storeroom password
PET_ATTR_CHANGE_DIALOG_TEXT	Would you like to change your pet's attributes now?\nThe 'Enchant Pet' item will be used in this process.\nThe process can fail.
PET_ATTR_CHANGE_USE	This action cannot be carried out while pet attributes are being modified.
PET_ATTR_DETERMINE_TYPE1	Pet Type 1: clumsy. Not particularly strong.\nOver time you can improve its skills.
PET_ATTR_DETERMINE_TYPE2	Pet Type 2: inquisitive. Not particularly strong.\nA loyal companion whose abilities will improve with time.
PET_ATTR_DETERMINE_TYPE3	Pet Type 3: spirited. Average strength.\nOver time you can improve its skills.
PET_ATTR_DETERMINE_TYPE4	Pet Type 4: courageous. Average strength.\nA loyal companion whose abilities will improve with time.
PET_ATTR_DETERMINE_TYPE5	Pet Type 5: bold. Strong.\nOver time you can improve its skills even further.
PET_ATTR_DETERMINE_TYPE6	Pet Type 6: legendary. Strong.\nA loyal companion whose abilities will even improve with time.
PET_ATTR_DETERMINE_TYPE7	Pet Type 7: mythic. Very strong.\nIt will reach its full potential over time.
PET_ATTR_DETERMINE_TYPE8	Pet Type 8: prismatic. Extremely strong.\nA loyal companion you can always rely on.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	You cannot feed your pet while the refinement window is open.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	You cannot modify the attributes of a dead pet.
PET_CAN_NOT_EGG_ITEM_USE	You cannot open your Incubator whilst trading or whilst you have your storeroom or a private shop open.
PET_CAN_NOT_FEED_SPLIT_ITEM	You cannot place any split items in this window.
PET_CAN_NOT_FEED_TYPE	You cannot feed your pet like that. Please try something else.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Your pet must be level %d to train and promote it to the next stage of evolution.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Your pet must have 100% experience to train and promote it to the next stage of evolution.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Your pet has already reached the highest stage of evolution.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	You cannot open a private shop when you have summoned your pet.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Your pet must be %d days old to train and promote it to the next stage of evolution.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	You cannot call your pet because the duration has expired.
PET_CAN_NOT_USE_BAG	You cannot use the Transport Box because your pet has already expired.
PET_EMPTY_SKILL_SLOT_USE_ITEM	The pet does not have any skills to reset.
PET_HATCHING_ACCEPT	Do you want to call your pet '%s'?
PET_HATCHING_MONEY	Price: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	You cannot carry out any other interactions whilst the Incubator is open.
PET_INFORMATION_STAGE1	Young
PET_INFORMATION_STAGE2	Wild
PET_INFORMATION_STAGE3	Valiant
PET_INFORMATION_STAGE4	Heroic
PET_INFO_EXP	Current experience:
PET_INFO_ITEM_EXP	Current item EXP
PET_INFO_NEXT_EXP	Remaining experience:
PET_INFO_NEXT_ITEM_EXP	Remaining item EXP
PET_MSG_NOT_ENOUGH_MONEY	You do not have enough Yang.
PET_NAME_CHANGE_ACCEPT	Do you want to change your pet's name to %s?
PET_NAME_MIN	The name entered is too short.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	There’s no pet to revive.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	You do not have enough material.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Skills are now available.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Resetting your pet's skill(s) is irreversible.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Do you want to continue?
PET_SKILL_LEARN_FAIL_CONDITIONS	Your pet is not old enough or does not have the required level. Only heroic pets can learn skills.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Do you want to start hero training with '%s'?
PET_SKILL_TOOLTIP_DURATION	Duration: %d seconds
PET_SKILL_TOOLTIP_FEATHER	The pet has a %d%% chance to activate Feather Walk for %.1f seconds.\n Attack %d - %d	SAA
PET_SKILL_TOOLTIP_HEAL	When your HP drops below 20%%, you have \n a %d%% chance to increase your HP by %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Your character has a %d%% chance to become invincible\n when your HP drops below 10%%. \n Effect duration: %.1f seconds.	SAA
PET_SKILL_TOOLTIP_REMOVAL	There is a %d%% chance to immediately remove \n all effects like slow, poison or bleeding if your\n character is affected.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Increase hero training to next stage?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Cost: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Defence
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Level
PET_TOOLTIP_LIFETIME_OVER	Expired
PET_TOOLTIP_SKILL_BONUS_VALUE	in hero training
PET_TOOLTIP_SKILL_CUR_LEVEL	Level: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Next level: %d (max. %d)
PET_TOOLTIP_SP	SP
PET_TOOLTIP_TRADABLE	Tradeable
PET_TOOLTUP_SKILL	%s (Stage %d)
PICK_ITEM_TITLE	Item Number	
PICK_MONEY_TITLE	Sum	
PRIVATESHOPSEARCH_ABLITY_POTION	Dew
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Fine Cloth
PRIVATESHOPSEARCH_ARMOR	Equipment
PRIVATESHOPSEARCH_ARROW	Arrows
PRIVATESHOPSEARCH_BELL	Bells
PRIVATESHOPSEARCH_BELT	Belts
PRIVATESHOPSEARCH_BLEND	Potions
PRIVATESHOPSEARCH_BLOOD_PEARL	Blood-Red Pearl
PRIVATESHOPSEARCH_BLUE_PEARL	Blue Pearl
PRIVATESHOPSEARCH_BODY	Armour
PRIVATESHOPSEARCH_BOW	Bows
PRIVATESHOPSEARCH_BUYTIME	Do you want to buy the selected item?
PRIVATESHOPSEARCH_CLAW	Claws
PRIVATESHOPSEARCH_CLEAR_POTION	Elixirs
PRIVATESHOPSEARCH_COSTUME	Costumes
PRIVATESHOPSEARCH_COSTUMEBODY	Costume
PRIVATESHOPSEARCH_COSTUMEHAIR	Hairstyle
PRIVATESHOPSEARCH_COSTUME_ACCE	Shoulder Sashes
PRIVATESHOPSEARCH_COSTUME_MOUNT	Mount
PRIVATESHOPSEARCH_CRYSTAL	Crystal
PRIVATESHOPSEARCH_DAGGER	Daggers
PRIVATESHOPSEARCH_DEAD	Dead
PRIVATESHOPSEARCH_DETACHMENT	Stone Handbook
PRIVATESHOPSEARCH_DIAMOND	Diamond
PRIVATESHOPSEARCH_DS	Dragon Stone Alchemy
PRIVATESHOPSEARCH_DS_BLACK	Onyx
PRIVATESHOPSEARCH_DS_BLUE	Sapphire
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Ruby
PRIVATESHOPSEARCH_DS_WHITE	Diamond
PRIVATESHOPSEARCH_DS_YELLOW	Garnet
PRIVATESHOPSEARCH_EAR	Earrings
PRIVATESHOPSEARCH_FAN	Fans
PRIVATESHOPSEARCH_FISH	Fish
PRIVATESHOPSEARCH_FOOTS	Shoes
PRIVATESHOPSEARCH_GEM	Gemstones
PRIVATESHOPSEARCH_GIFTBOX	Gift Boxes
PRIVATESHOPSEARCH_HEAD	Helmets
PRIVATESHOPSEARCH_LIVE	Alive
PRIVATESHOPSEARCH_MATERIAL	Materials
PRIVATESHOPSEARCH_METIN	Spirit Stones
PRIVATESHOPSEARCH_NECK	Necklaces
PRIVATESHOPSEARCH_NEED_ITEM_BUY	You cannot purchase any items without the correct bundle.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	You cannot search for any items without the correct bundle.
PRIVATESHOPSEARCH_NODELAY_POTION	HP Items
PRIVATESHOPSEARCH_ORE	Ore
PRIVATESHOPSEARCH_PET	Pet System
PRIVATESHOPSEARCH_PETAGG	Pet Eggs
PRIVATESHOPSEARCH_PETSKILLBOOK	Pet Skill Books
PRIVATESHOPSEARCH_PICK	Pickaxes
PRIVATESHOPSEARCH_POTION	Potions
PRIVATESHOPSEARCH_QUEST	Quest
PRIVATESHOPSEARCH_QUIVER	Quivers
PRIVATESHOPSEARCH_RESOURCE	Item Improvement
PRIVATESHOPSEARCH_ROD	Fishing Poles
PRIVATESHOPSEARCH_SELECTITEM	Item selected
PRIVATESHOPSEARCH_SHIELD	Shields
PRIVATESHOPSEARCH_SKILLBOOK	Skill Books
PRIVATESHOPSEARCH_SKILLFORGET	Book of Forgetfulness
PRIVATESHOPSEARCH_SPECIAL	Miscellaneous
PRIVATESHOPSEARCH_STONE	Energy Fragments
PRIVATESHOPSEARCH_SWORD	One-Handed Swords
PRIVATESHOPSEARCH_TREASUREBOX	Chests
PRIVATESHOPSEARCH_TUNING	Scrolls
PRIVATESHOPSEARCH_TWOSWORD	Two-Handed Swords
PRIVATESHOPSEARCH_UNIQUE	Unique
PRIVATESHOPSEARCH_USEITEM	Consumables
PRIVATESHOPSEARCH_USESPECIAL	Miscellaneous
PRIVATESHOPSEARCH_WEAPON	Weapons
PRIVATESHOPSEARCH_WHITE_PEARL	White Pearl
PRIVATESHOPSEARCH_WRIST	Bracelets
PRIVATE_SHOP_CANNOT_SELL_ITEM	You cannot sell this item in a private shop.
PRIVATE_SHOP_CLOSE_QUESTION	Do you want to close the private shop?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Name of the private shop.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Price
PVP_LEVEL0	Chivalric	
PVP_LEVEL1	Noble	
PVP_LEVEL2	Good	
PVP_LEVEL3	Friendly	
PVP_LEVEL4	Neutral	
PVP_LEVEL5	Aggressive	
PVP_LEVEL6	Fraudulent	
PVP_LEVEL7	Malicious	
PVP_LEVEL8	Cruel	
PVP_MODE_GUILD	PvP - Guild activated
PVP_MODE_KILL	PvP - Free activated
PVP_MODE_NORMAL	PvP - Peace activated
PVP_MODE_PROTECT	PvP - Protection activated
PVP_MODE_REVENGE	PvP - Hostile activated
PVP_OPTION_KILL	Free	
PVP_OPTION_NORMAL	Peace	
PVP_OPTION_PROTECT	Protection	
PVP_OPTION_REVENGE	Hostile	
PVP_TOURNAMENT_DO_NOT_AUTO	You cannot use 'attack automatically' during the PvP tournament.
QUEST_APPEND	New Quest acquired.	
QUEST_HOUR	Hour(s)
QUEST_MIN	Min.	
QUEST_SEC	Sec.	
QUEST_TIMEOVER	Time Expired	
QUEST_UNLIMITED_TIME	No time limit.	
QUEST_ZEROSEC	0 Sec.	
QUICKSLOT_REGISTER_DISABLE_ITEM	This Item cannot be added to the Fast Access Field.	
RANKING	Rank
RANKING_BOARD_MEMBER	Member
RECEIVE_MESSAGE	%s sent you a message.	
REFINE_COST	Costs for Advancement: %d Yang
REFINE_DESTROY_WARNING	This Item could be destroyed while upgrading.	
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Do you really want to upgrade this item?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	If you fail, the item will be destroyed. Do you want to continue?
REFINE_DOWN_GRADE_WARNING	The Item could be down graded this way.	
REFINE_DO_YOU_SEPARATE_METIN	Do you want to remove all available spirit stones?
REFINE_ELEMENT_CHANGE_TEXT	%s now has the %s element!
REFINE_ELEMENT_DOWNGRADE_TEXT	The elemental enchantment has been downgraded.
REFINE_ELEMENT_EXIST	The item already has another element.
REFINE_ELEMENT_GRADE_MAX	The maximum elemental enchantment level has already been reached.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	The elemental enchantment is only available for +7 weapons or higher.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Not enough Yang.
REFINE_ELEMENT_NOT_EXSIT	Cannot be used with this item.
REFINE_ELEMENT_TEXT_DARK	Darkness +%d
REFINE_ELEMENT_TEXT_EARTH	Earth +%d
REFINE_ELEMENT_TEXT_ELECT	Lightning +%d
REFINE_ELEMENT_TEXT_FIRE	Fire +%d
REFINE_ELEMENT_TEXT_ICE	Ice +%d
REFINE_ELEMENT_TEXT_WIND	Wind +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Elemental enchantment failed.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Elemental enchantment successful!
REFINE_FAILURE	Oh no, that didn't work! We've failed.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s cannot be included in that Item.	
REFINE_FAILURE_DEL_ITEM	The refinement failed. The item was destroyed.
REFINE_FAILURE_EQUIP_ITEM	You cannot upgrade equipped Items.
REFINE_FAILURE_GRADE_DOWN	The refinement failed. The item grade was reduced.
REFINE_FAILURE_KEEP_GRADE	The refinement failed.\nFortunately, the item remained unharmed.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	No spirit stone can be taken away.	
REFINE_FAILURE_NEED_BETTER_SCROLL	You need a better Advancement Scroll.	
REFINE_FAILURE_NO_GOLD_SOCKET	There is no Gold socket to include %s .	
REFINE_FAILURE_NO_MORE_SOCKET	You cannot add any more sockets.	
REFINE_FAILURE_NO_SOCKET0	There is no free socket for the %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	You cannot add any more sockets to this item.	
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	This Item cannot be upgraded.
REFINE_SUCCESS	The advancement of the Item was successful.	
REFINE_SUCCESS_PROBALITY	Chance for Advancement %d%%	
REFINE_WARNING2	Do you want to continue?	
RESTART_POPUP_GIVEUP_MIST_ISLAND	You have been slain in the Battle of the Five Shrines.\nYou will now return to the village.
REVIVE_QUESTION	Do you want to revive %s? Number of Prisms of Revival: %d
REVIVE_SELF_QUESTION	Do you want to revive yourself? Number of Prisms of Revival: %d
ROULETTE_REWARD_TEXT	Collect Item
SAFEBOX_ERROR	You entered the wrong password.	
SAFEBOX_NEED_CHANGE_PASSWORD	Your password has expired.\nPlease choose a new one.
SAFEBOX_SELL_DISABLE_SAFEITEM	You cannot sell any of the saved Items.	
SAFEBOX_UNAVILABLE_PASSWORD_01	You cannot use this password.
SAFEBOX_UNAVILABLE_PASSWORD_02	Your password should consist of at least %d characters.
SAFEBOX_UNAVILABLE_PASSWORD_03	You have entered your current password. Please choose a new one.
SAFEBOX_UNAVILABLE_PASSWORD_04	Your password may not contain %d identical or consecutive numbers.
SAFEBOX_UNAVILABLE_PASSWORD_05	No special characters allowed. Permissible characters: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	The passwords have to be identical.	
SCREENSHOT_SAVE1	is saved in	
SCREENSHOT_SAVE2	Screenshot File	
SCREENSHOT_SAVE_FAILURE	Saving of Screenshot failed.	
SECOND	Sec	
SECOND_CONFIRM_PET_FEED_QUESTION_1	Your item has %d or more bonuses.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Are you sure you want to feed it to your pet?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Your item has %d or more bonuses.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Are you sure you want to sell it?
SELECT_ATTR_NOTICE	You cannot open a private shop whilst using Enchant Item+.
SELECT_ATTR_NOT_OPEN	You cannot use Enchant Item+ whilst you have a private shop open.
SELECT_ATTR_NOT_SELECT	Decide whether you want to keep the bonuses or swap them.
SELECT_CAN_NOT_DELETE	You cannot delete the character.	
SELECT_CAN_NOT_DELETE_ATTR67	You cannot delete your character\nwhile a bonus is being added.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	You cannot delete your character while they are member of a guild.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	You cannot delete your character because they own soulbound items.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	You cannot delete your sole character because there are still items in your storage.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	You can only delete your character up to level 69.
SELECT_CAN_NOT_DELETE_MARRIAGE	You cannot delete married characters.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	The deletion code was invalid.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	You cannot delete this character directly after creating it. Waiting period: %s
SELECT_CHANGED_NAME	You changed the name of the character.	
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	The character name is already existing.	
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Try again.	
SELECT_CHANGE_FAILURE_STRANGE_NAME	That is the wrong character name.
SELECT_CHANGE_NAME_TITLE	Change character name.	
SELECT_DELEING	Deleting...
SELECT_DELETED	Deletion successful.	
SELECT_DO_YOU_DELETE_REALLY	Do you want to continue?	
SELECT_EMPTY_SLOT	This is an empty field.	
SELECT_GM_NAME	GM	
SELECT_INPUT_CHANGING_NAME	Enter a new character name.	
SELECT_NOT_JOIN_GUILD	No Guild	
SERVER_NOTIFY_CLOSED	Closed server: only accounts created before the closure may enter.
SERVER_STATUS_CLOSE	CLOSED
SERVER_STATUS_NEW	NEW
SERVER_STATUS_SPECIAL	SPECIAL
SHOP_BUY_INFO	Choose the Item you want to buy in the shop window.
SHOP_CANNOT_SELL_EQUIPMENT	You cannot sell  equipped Items.
SHOP_CANNOT_SELL_ITEM	This Item cannot be sold.
SHOP_ERROR_UNKNOWN	Unknown Shop Error: %s
SHOP_EXCEED_LIMIT_TODAY	You've already exceeded your daily limit for using points.
SHOP_INVALID_POS	This Item cannot be used here.
SHOP_INVENTORY_FULL	Your inventory is full.
SHOP_LIMITED_DATA_LOADING	Data loading. Please try again later.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Remaining items: %d
SHOP_LIMITED_PURCHASE_OVER	Sold out
SHOP_LIMIT_TODAY	Daily limit: %d / %d
SHOP_MY_BATTLE_POINT	Combat points: %d
SHOP_MY_MEDAL_OF_HONOR	Medal of Bravery: %d
SHOP_NOT_ENOUGH_10TH_COIN	You don't have enough Anniversary Coins.
SHOP_NOT_ENOUGH_BATTLE_POINT	You do not have enough combat points.
SHOP_NOT_ENOUGH_BNW	You don't have enough Seer Coins.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Guild level is too low.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Insufficient Medals of Bravery.
SHOP_NOT_ENOUGH_MONEY	Not enough Yang
SHOP_NOT_ENOUGH_MONEY_EX	You do not have enough Yang.
SHOP_SELL_INFO	Choose the item you want to sell in your inventory window.
SHOP_SOLDOUT	Sold Out
SHOT_ERROR_UNKNOWN	Unknown Error during Long Distance Attack: %s
SKILL_BLEEDING	Bleeding
SKILL_BOHO	Reflect	
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	You need EXP to learn this Skill.	
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	You need a Book to learn this Skill.	
SKILL_CHEONGEUN	Strong Body	
SKILL_CRITICAL	Critical hit
SKILL_ENCHANT_POISON	Apply Poison	
SKILL_EUNHYEONG	Camouflage	
SKILL_FAINT	Blackout	
SKILL_FIND_TRAP	Find Trap	
SKILL_FIRE	Permanent Fire	
SKILL_FISHMIND	Fishing Marble is active
SKILL_GAMJI	Capture	
SKILL_GEOMGYEONG	Aura of the Sword	
SKILL_GICHEON	Dragon's Aid
SKILL_GIGONG	Chi Rotation	
SKILL_GONGPO	Fear	
SKILL_GRADE_NAME_GRAND_MASTER	%s Grand Master	
SKILL_GRADE_NAME_MASTER	%s Master	
SKILL_GRADE_NAME_PERFECT_MASTER	%s Perfect Master	
SKILL_GROUP_ASSASSIN_1	Blade	
SKILL_GROUP_ASSASSIN_2	Arc	
SKILL_GROUP_HORSE	Riding	
SKILL_GROUP_SHAMAN_1	Dragon	
SKILL_GROUP_SHAMAN_2	Healing	
SKILL_GROUP_SURA_1	Weapon	
SKILL_GROUP_SURA_2	Magic	
SKILL_GROUP_WARRIOR_1	Body	
SKILL_GROUP_WARRIOR_2	Mental	
SKILL_GWIGEOM	Enchanted Blade	
SKILL_GYEONGGONG	Feather Walking
SKILL_HEUKSIN	Dark Protection	
SKILL_HOSIN	Blessing	
SKILL_INC_ATKSPD	Attack speed raised
SKILL_INC_MOVSPD	Movement speed raised
SKILL_JEOJU	Curse	
SKILL_JEONGEOP	Healing	
SKILL_JEONGWI	Berserk
SKILL_JEONSINBANGEO	Full Defence	
SKILL_JEONSINGONGGYEOK	Full Attack	
SKILL_JEUNGRYEOK	Attack +	
SKILL_JEUNGSOK	Speed +	
SKILL_JUMAGAP	Enchanted Armour	
SKILL_KWAESOK	Speed	
SKILL_MUYEONG	Ghost of the Flame	
SKILL_NEED_EMPTY_BOTTLE	I do not have an Empty Bottle.	
SKILL_NEED_POISON_BOTTLE	I do not have a Poison Bottle	
SKILL_ONLY_FOR_GUILD_WAR	You can use this Skill during a Guild War only.	
SKILL_PABEOP	Neutralize Spell	
SKILL_POWERFUL_STRIKE	Dazing Attack	
SKILL_SEOMGWANG	Lightning Bomb	
SKILL_SLEEP	Sleep	
SKILL_SLOW	Slow	
SKILL_STUN	Daze	
SKILL_SUHO	Guard	
SKILL_SUMMON_DESCRIPTION	Chance of the Evocation: %d%%	
SKILL_TOOLTIP_INT	Intelligence	
SKILL_TOOLTIP_LEVEL	Level	
SKILL_TOXICDIE	Poisoning	
SKILL_TOXICPOWER	Poison attack value increased	
SKILL_TUSOK	Ghost Hit	
SOUL_ITEM_TOOLTIP_APPLY	Effect activated
SOUL_ITEM_TOOLTIP_BLUE1	Playing time: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Skill damage increases by x%.1f on reaching the playing time
