NPC_SEARCH	Pesquisa NPC
MESSENGER_INPUT_MOBILE_AUTHORITY_TITLE	Insere o número de confirmação
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_1	Insere o número de telemóvel para enviar a mensagem de texto.
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_2	Queres inserir o número agora?
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_TITLE	Insere o número de telemóvel.
MESSENGER_SEND_MOBILE_MESSAGE_TITLE	Enviar mensagem.
METIN_TEST	
MINIGAMEUI_CALENDAR	Calendário de Eventos
MINIGAME_FISH_EVENT_ADD_ACCEPT	Queres adicionar isto?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Queres mesmo atirar este item fora?
MINIGAME_FISH_EVENT_REWARD_MSG	Recebeste %s.
MINIGAME_FISH_EVENT_USE_ACCEPT	Queres usar isto?
MINIMAP	Abrir Mini Mapa
MINIMAP_CANNOT_SEE	O Mini-Mapa não pode ser visto.
MINIMAP_CAN_NOT_SHOW_AREAMAP	O Mapa Grande não pode ser mostrado.
MINIMAP_DEC_SCALE	Minimizar
MINIMAP_INC_SCALE	Maximizar
MINIMAP_OBSERVER_COUNT	%d observadores
MINIMAP_OPEN_INGAMEEVENT	Eventos
MINIMAP_SHOW_AREAMAP	Abrir Mapa Grande
MINI_GAME_BNW_DONATE_QUESTION1	Queres doar?
MINI_GAME_BNW_DONATE_QUESTION2	Uma doação custa 15 Moedas de Vidente.
MINI_GAME_BNW_FONT	Arial:15
MINI_GAME_BNW_GAME_GIVEUP_MSG1	Queres mesmo abandonar o jogo?
MINI_GAME_BNW_GAME_GIVEUP_MSG2	Lembra-te de que obterás recompensas se ganhares.
MINI_GAME_BNW_GAME_RESULT_DRAW	Empate! Ganhaste %d Moeda(s) de Vidente.
MINI_GAME_BNW_GAME_RESULT_LOSE	Derrota! Ganhaste %d Moeda(s) de Vidente.
MINI_GAME_BNW_GAME_RESULT_SCORE	Pontuação: %d
MINI_GAME_BNW_GAME_RESULT_WIN	Vitória! Ganhaste %d Moeda(s) de Vidente.
MINI_GAME_BNW_NOT_ENOUGH_INVEN	Não há espaço suficiente no teu inventário.
MINI_GAME_BNW_NOT_ENOUGH_ITEM	Precisas de um Conjunto de Tarot para jogar.
MINI_GAME_BNW_NOT_ENOUGH_YANG	Não tens Yang suficiente para iniciar o jogo.
MINI_GAME_BNW_RESULT_DRAW1	O teu número é igual.
MINI_GAME_BNW_RESULT_DRAW2	Empate!
MINI_GAME_BNW_RESULT_LOSE1	O teu número é mais pequeno.
MINI_GAME_BNW_RESULT_LOSE2	Derrota!
MINI_GAME_BNW_RESULT_WIN1	O teu número é maior.
MINI_GAME_BNW_RESULT_WIN2	Vitória!
MINI_GAME_BNW_START_QUESTION	Precisas de um Conjunto de Tarot e de 30.000 Yang para jogar. Queres participar no Duelo dos Videntes?
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Se apostares mais que um %s, serás recompensado com a mesma quantidade de cofres.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	Aposta máxima: %d Decks do Rei.
MINI_GAME_CATCHKING_HELP_MSG1	Que pena! O valor da tua carta é mais baixo.\nNão ganhas quaisquer pontos. Escolhe uma nova carta do teu deck.
MINI_GAME_CATCHKING_HELP_MSG2	Muito bem! As cartas são do mesmo valor.\nO teu turno terminou. Escolhe uma nova carta do teu deck.
MINI_GAME_CATCHKING_HELP_MSG3	Continua assim! O valor da tua carta é mais alto.\nVira outra carta.
MINI_GAME_CATCHKING_HELP_MSG4	Havia um [5] ao alcance da carta que revelaste.\nInfelizmente não ganhas quaisquer pontos. Agora selecciona o teu Rei [K].
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	O rei fugiu! O jogo terminou. \nSe tiveres obtido pelo menos 10 pontos, podes agora recolher o teu prémio.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	Não podes recolher qualquer prémio.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	Existe um [5] por perto.
MINI_GAME_CATCHKING_START_QUESTION	Tens de pagar o seguinte para jogares: %d Yang e %s: %d lotes\nQueres jogar agora?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Pode apanhar a seguinte carta: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Pode apanhar as seguintes cartas: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Pode apanhar as seguintes cartas: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Pode apanhar as seguintes cartas: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Pode apanhar as seguintes cartas: [1], [2], [3], [4], [5]\nSe outro [5] estiver junto da carta que revelares,\no teu turno termina e não receberás quaisquer pontos.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Pode apanhar a seguinte carta: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 ou acima
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: 400 a 549
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: 10 a 399
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	Ganhas 10 pontos bónus se revelares todas as cartas numa linha.
MINI_GAME_GIVEUP_QUESTION	Queres mesmo abandonar o jogo? Não irás receber qualquer recompensa.
MINI_GAME_NOTICE_1	Clica em "Lançar" para determinar o primeiro a jogar.
MINI_GAME_NOTICE_10	Ha! Derrotaste o computador!
MINI_GAME_NOTICE_11	Que azar! O computador derrotou-te.
MINI_GAME_NOTICE_12	Conseguiste um Yut ou Mo e podes lançar novamente.
MINI_GAME_NOTICE_13	O jogo terminou. Recolhe a tua recompensa.
MINI_GAME_NOTICE_2	Lança os Paus de Yut.
MINI_GAME_NOTICE_3	O computador está a atirar Paus de Yut para determinar o primeiro a jogar.
MINI_GAME_NOTICE_4	Houve um empate ou o computador teve o lançamento com a pontuação mais baixa. O computador irá começar.
MINI_GAME_NOTICE_5	Tiveste a pontuação mais baixa e irás começar.
MINI_GAME_NOTICE_6	O teu lançamento: %s. Move-te %d espaço(s) para a frente.
MINI_GAME_NOTICE_7	O teu lançamento: %s. Tens de te mover 1 espaço para trás.
MINI_GAME_NOTICE_8	Lançamento: %s
MINI_GAME_NOTICE_9	É o turno do computador.
MINI_GAME_RUMI_DISCARD_QUESTION	Queres mesmo descartar esta carta?
MINI_GAME_RUMI_EXIT_QUESTION	Queres terminar o jogo e obter a tua recompensa?\nA tua pontuação e cartas restantes serão reiniciadas!
MINI_GAME_RUMI_START_QUESTION	Tens de pagar uma taxa de %d Yang para poderes jogar. Também precisas de %d Conjunto(s) de Cartas.\nQueres começar o jogo?
MINI_GAME_YUTNORI_COM_WIN	Às vezes ganhas, outras vezes perdes.
MINI_GAME_YUTNORI_PC_WIN	O vencedor leva os espólios!
MINI_GAME_YUTNORI_PC_WIN_SCORE	Pontuação: %d
MINI_GAME_YUTNORI_RETHROW_BUTTON	Lançar
MINI_GAME_YUTNORI_RETHROW_POPUP	Sortudo! É o teu turno novamente.
MINI_GAME_YUTNORI_SCORE_FONT	Tahoma:24b
MINI_GAME_YUTNORI_START_QUESTION	Precisas de %d Yang e %d Tabuleiro(s) de Yut Nori para começares um jogo de Yut Nori. \n Queres jogar agora?
MINUTE	min
MISTS_ISLAND_BUFF_MSG_01	Energia +2
MISTS_ISLAND_BUFF_MSG_02	Rácio de queda de itens +10%
MISTS_ISLAND_BUFF_MSG_03	Força, Inteligência, Vitalidade, Destreza +3
MISTS_ISLAND_BUFF_MSG_04	Rácio de queda de Yang +10%
MISTS_ISLAND_BUFF_MSG_05	Bónus de Disfarces +3%
MISTS_ISLAND_INFO_01	O teu nível é demasiado baixo.
MISTS_ISLAND_INFO_02	Yang insuficiente.
MISTS_ISLAND_INFO_03	Neste momento não há qualquer batalha a decorrer.
MISTS_ISLAND_MSG_01	%s foi destruído por %s!
MISTS_ISLAND_MSG_02	%s capturou %s!
MISTS_ISLAND_MSG_03	%s ocupou %s!
MISTS_ISLAND_MSG_04	%s está a atacar %s!
MISTS_ISLAND_MSG_05	%s melhorou %s para o nível %d com sucesso!
MISTS_ISLAND_MSG_06	%s apareceu no campo de batalha!
MISTS_ISLAND_QUESTION_01	Queres sair da Batalha dos Cinco Santuários?
MISTS_ISLAND_QUESTION_02	Queres teleportar-te para o santuário atacado recentemente? \n Custa: %s Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Reino ocupante: %s
MISTS_ISLAND_TOOLTIP_03	Nível de melhoramento: +%d
MISTS_ISLAND_TOOLTIP_04	Reforço de ocupação: %s
MISTS_ISLAND_TOOLTIP_05	Conquistar os Santuários
MISTS_ISLAND_TOOLTIP_06	1. Para capturares um santuário, primeiro ele tem de ser destruído.
MISTS_ISLAND_TOOLTIP_07	2. O Reino com mais combatentes nas proximidades ao fim de 1 minuto capturará o santuário.
MISTS_ISLAND_TOOLTIP_08	3. Após 3 minutos, o santuário reaparecerá com a cor do Reino que o capturou.
MISTS_ISLAND_TOOLTIP_09	4. Quanto mais tempo um santuário estiver sob o controlo do mesmo Reino, mais difícil será destruí-lo.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	Dez Mil
MONETARY_UNIT2	Cem Mil Milhões
MONEY_INPUT_DIALOG_SELLPRICE	Preço de Venda:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Cancelar
MOVE_CHANNEL_NOTICE	Estás ligado ao canal %d.
MOVE_CHANNEL_NOT_MOVE	Não podes mudar o teu canal.
MOVE_CHANNEL_SELECT	OK
MOVE_CHANNEL_TITLE	Canais
MOVE_ITEM_FAILURE_PRIVATE_SHOP	Não podes mover um Item quando tens uma Loja Privada aberta.
MUSIC_EMPTY_MUSIC_LIST	Sem música de fundo.
MUSIC_METIN2_DEFAULT_THEMA	Música Standard Metin2
MUSIC_NOT_SELECT_MUSIC	Sem pasta de música escolhida.
NEEFD_REST	Primeiro tens de descansar.
NOT_YET_SUPPORT	Ainda não é suportado
OPEN_THE_SPECIAL_ACTION_KIT	%s adicionada às emoções.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Não podes activar o Modo Guild quando não pertences a uma Guild.
OPTION_PVPMODE_NOT_SUPPORT	Não podes escolher esta configuração em Modo PvP.
OPTION_PVPMODE_PROTECT	Tens de ter pelo menos nível %d para poderes alterar o Modo PvP.
PARTY_ANSWER_TIMEOVER	O convite foi rejeitado.
PARTY_BONUS_ATTACKER	Valor de Ataque: +%d	SA
PARTY_BONUS_BERSERKER	Rapidez de Ataque: +%d	SA
PARTY_BONUS_BUFFER	Duração da Habilidade: +%d	SA
PARTY_BONUS_DEFENDER	Defesa: +%d%%	SA
PARTY_BONUS_EXP	EXP Bónus: %d%%	SA
PARTY_BONUS_SKILL_MASTER	Máx. MN: +%d%%	SA
PARTY_BONUS_TANKER	Máx. VD: +%d	SA
PARTY_BREAK_UP	Apagar Grupo
PARTY_DO_YOU_ACCEPT	gostaria de se juntar ao Grupo.
PARTY_DO_YOU_JOIN	fez-te um convite para o seu grupo. Queres aceitar o convite?
PARTY_EXP_DISTRIBUTION_MODE	Distribuição de EXP
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Distribuição de Níveis
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Os Níveis mais altos do grupo recebem mais EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Distribuição Uniforme
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Todos os membros do Grupo recebem a mesma EXP.
PARTY_HEAL_ALL_MEMBER	Restaurar tudo.
PARTY_INCREASE_AREA_150	O alcance do grupo atingiu o factor 1,5.	SNA
PARTY_INCREASE_AREA_200	O alcance do grupo atingiu o factor 2.	SNA
PARTY_LEAVE	Abandonar o Grupo
PARTY_LONGTIME_BONUS_EXP	EXP Bónus por longo jogo em Grupo: +%d%%	SA
PARTY_MATCH_CANCEL	A procura de grupo para %s foi cancelada.
PARTY_MATCH_FAIL_FULL_MEMBER	O teu grupo não pode aceitar mais membros.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Não te podes registar nesta masmorra.
PARTY_MATCH_FAIL_LEVEL	O teu nível é demasiado baixo.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	O membro %s não cumpre os requisitos necessários.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Por favor selecciona uma masmorra primeiro.
PARTY_MATCH_FAIL_NOT_LEADER	Apenas o líder do grupo se pode registar.
PARTY_MATCH_FAIL_NO_ITEM	Não tens %s suficientes.
PARTY_MATCH_SEARCHING	Procurar
PARTY_MATCH_START	Registaste o teu grupo na seguinte masmorra: %s!
PARTY_MEMBER_OFFLINE	[Desligado]
PARTY_RECALL_MEMBER	Chamar membro do Grupo.
PARTY_REGEN_BONUS	Bónus de VD + regeneração MN: +%d%%	SA
PARTY_REQUEST_DENIED	O teu pedido foi recusado.
PARTY_RK_CATEGORY_CZ_CHICKEN	Classificações do Guardião You
PARTY_RK_CATEGORY_CZ_COW	Classificações do Guardião Chou
PARTY_RK_CATEGORY_CZ_DOG	Classificações do Guardião Xu
PARTY_RK_CATEGORY_CZ_DRAGON	Classificações do Guardião Chen
PARTY_RK_CATEGORY_CZ_HORSE	Classificações do Guardião Wu
PARTY_RK_CATEGORY_CZ_MONKEY	Classificações do Guardião Shen
PARTY_RK_CATEGORY_CZ_MOUSE	Classificações do Guardião Zi
PARTY_RK_CATEGORY_CZ_PIG	Classificações do Guardião Hai
PARTY_RK_CATEGORY_CZ_RABBIT	Classificações do Guardião Mao
PARTY_RK_CATEGORY_CZ_SHEEP	Classificações do Guardião Wei
PARTY_RK_CATEGORY_CZ_SNAKE	Classificações do Guardião Si
PARTY_RK_CATEGORY_CZ_TIGER	Classificações do Guardião Yin
PARTY_SET_ATTACKER	Constituir como Atacante.
PARTY_SET_BERSERKER	Constituir como Agressivo.
PARTY_SET_BUFFER	Constituir como Bloqueador.
PARTY_SET_DEFENDER	Constituir como Defensor.
PARTY_SET_NORMAL	Retirar definições.
PARTY_SET_SKILL_MASTER	Constituir como Mestre de Habilidades.
PARTY_SET_TANKER	Constituir como Lutador de Curta Distância.
PARTY_SKILL_ATTACKER	Valor Base de Ataque +%.0f
PARTY_SKILL_BERSERKER	Rapidez de Ataque +%.0f
PARTY_SKILL_BUFFER	Duração da Habilidade +%.0f
PARTY_SKILL_DEFENDER	Defesa como Defensor +%.0f
PARTY_SKILL_HP_REGEN	Regeneração de VD +%.0f%%
PARTY_SKILL_PARTY_AREA	Alcance do Grupo +%d%%
PARTY_SKILL_SKILL_MASTER	Máx. MN como Habilidade a Mestre +%.0f
PARTY_SKILL_TANKER	Bónus VD +%.0f
PARTY_SKILL_WARP	É possível chamar membros do Grupo.
PASSWORD_TITLE	Palavra-passe do Armazém
PET_ATTR_CHANGE_DIALOG_TEXT	Gostarias de mudar os atributos do teu pet agora?\nO item "Feitiço para Pets" será usado neste processo.\nO processo pode falhar.
PET_ATTR_CHANGE_USE	Esta acção não pode ser levada a cabo enquanto atributos de pet estão a ser modificados.
PET_ATTR_DETERMINE_TYPE1	Pet Tipo 1: desajeitado. Não é particularmente forte.\nPodes melhorar as suas habilidades ao longo do tempo.
PET_ATTR_DETERMINE_TYPE2	Pet Tipo 2: inquisitivo. Não é particularmente forte.\nUm companheiro leal cujas habilidades melhorarão ao longo do tempo.
PET_ATTR_DETERMINE_TYPE3	Pet Tipo 3: vivaz. Força média\nPodes melhorar as suas habilidades ao longo do tempo.
PET_ATTR_DETERMINE_TYPE4	Pet Tipo 4: corajoso. Força média\nUm companheiro leal cujas habilidades melhorarão ao longo do tempo.
PET_ATTR_DETERMINE_TYPE5	Pet Tipo 5: audaz. Forte\nPodes melhorar as suas habilidades ainda mais ao longo do tempo.
PET_ATTR_DETERMINE_TYPE6	Pet Tipo 6: lendário. Forte\nUm companheiro leal cujas habilidades melhorarão ainda mais ao longo do tempo.
PET_ATTR_DETERMINE_TYPE7	Pet Tipo 7: mítico. Muito forte.\nAtingirá todo o seu potencial ao longo do tempo.
PET_ATTR_DETERMINE_TYPE8	Pet Tipo 8: prismático. Extremamente forte.\nUm companheiro leal com o qual poderás sempre contar.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	Não podes alimentar o teu pet enquanto a janela de refinamento está aberta.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Não podes modificar os atributos de um pet morto.
PET_CAN_NOT_EGG_ITEM_USE	Não podes abrir a tua Incubadora enquanto estás a negociar ou enquanto tens o teu armazém ou uma loja privada abertos.
PET_CAN_NOT_FEED_SPLIT_ITEM	Não podes colocar quaisquer itens divididos neste janela.
PET_CAN_NOT_FEED_TYPE	Não podes alimentar o teu pet dessa forma. Por favor tenta outra coisa.
PET_CAN_NOT_OPEN_EVOL_BUTTON	O teu pet precisa de estar a nível %d para ser treinado e promovido para a próxima fase da sua evolução.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	O teu pet precisa ter 100% de experiência para ser treinado e promovido para a próxima fase da sua evolução.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	O teu pet já atingiu a última fase de evolução.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Não podes abrir uma Loja Privada quando tens o teu pet invocado.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	O teu pet precisa de ter %d dias de idade para ser treinado e promovido para a próxima fase da sua evolução.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Não podes chamar o teu pet porque a sua duração expirou.
PET_CAN_NOT_USE_BAG	Não podes usar a Caixa de Transporte porque o teu pet expirou.
PET_EMPTY_SKILL_SLOT_USE_ITEM	O pet não tem quaisquer habilidades para serem reinicializadas.
PET_HATCHING_ACCEPT	Queres chamar "%s" ao teu pet?
PET_HATCHING_MONEY	Preço: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Não podes levar a cabo quaisquer outras interacções enquanto a Incubadora está aberta.
PET_INFORMATION_STAGE1	Jovem
PET_INFORMATION_STAGE2	Selvagem
PET_INFORMATION_STAGE3	Corajoso
PET_INFORMATION_STAGE4	Heróico
PET_INFO_EXP	Experiência actual:
PET_INFO_ITEM_EXP	EXP de Item actual
PET_INFO_NEXT_EXP	Experiência restante:
PET_INFO_NEXT_ITEM_EXP	EXP de Item restante
PET_MSG_NOT_ENOUGH_MONEY	Não tens Yang suficiente.
PET_NAME_CHANGE_ACCEPT	Queres mudar o nome do teu pet para %s?
PET_NAME_MIN	O nome introduzido é demasiado curto.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Não há pet para ressuscitar.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Não tens materiais suficientes.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Habilidades estão agora disponíveis.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	A reinicialização da(s) habilidade(s) do teu pet é um processo irreversível.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Queres continuar?
PET_SKILL_LEARN_FAIL_CONDITIONS	O teu pet não é suficientemente velho ou não tem o nível necessário. Apenas pets Heróicos podem aprender habilidades.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Queres começar o treino de herói com "%s"?
PET_SKILL_TOOLTIP_DURATION	Duração: %d segundos
PET_SKILL_TOOLTIP_FEATHER	O pet tem %d%% de probabilidade de ativar Flutuar durante %.1f segundos.\n Ataque %d - %d	SAA
PET_SKILL_TOOLTIP_HEAL	Quando a tua VD desce para menos de 20%%, tens \n uma probabilidade de %d%% de aumentares a tua VD em %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	A tua personagem tem uma probabilidade de %d%% de se tornar invencível\n quando a tua VD desce para menos de 10%%. \n Duração do efeito: %.1f segundos.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Existe uma probabilidade de %d%% de remover imediatamente \n todos os efeitos como lentidão, envenenamento ou sangramento se\n a tua personagem estiver afectada.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Aumentar treino de herói para a próxima fase?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Custo: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Defesa
PET_TOOLTIP_HP	VD
PET_TOOLTIP_LEVEL	Nível
PET_TOOLTIP_LIFETIME_OVER	Expirado
PET_TOOLTIP_SKILL_BONUS_VALUE	em treino de herói
PET_TOOLTIP_SKILL_CUR_LEVEL	Nível: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Próximo nível: %d (máx. %d)
PET_TOOLTIP_SP	MN
PET_TOOLTIP_TRADABLE	Negociável
PET_TOOLTUP_SKILL	%s (Fase %d)
PICK_ITEM_TITLE	Quantidade
PICK_MONEY_TITLE	Quantia
PRIVATESHOPSEARCH_ABLITY_POTION	Orvalho
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Tecido Fino
PRIVATESHOPSEARCH_ARMOR	Equipamentos
PRIVATESHOPSEARCH_ARROW	Flechas
PRIVATESHOPSEARCH_BELL	Campainhas
PRIVATESHOPSEARCH_BELT	Cintos
PRIVATESHOPSEARCH_BLEND	Poções
PRIVATESHOPSEARCH_BLOOD_PEARL	Pérola Vermelha
PRIVATESHOPSEARCH_BLUE_PEARL	Pérola Azul
PRIVATESHOPSEARCH_BODY	Armaduras
PRIVATESHOPSEARCH_BOW	Arcos
PRIVATESHOPSEARCH_BUYTIME	Queres comprar o item seleccionado?
PRIVATESHOPSEARCH_CLAW	Garras
PRIVATESHOPSEARCH_CLEAR_POTION	Elixires
PRIVATESHOPSEARCH_COSTUME	Disfarces
PRIVATESHOPSEARCH_COSTUMEBODY	Disfarces
PRIVATESHOPSEARCH_COSTUMEHAIR	Penteados
PRIVATESHOPSEARCH_COSTUME_ACCE	Faixas de Ombro
PRIVATESHOPSEARCH_COSTUME_MOUNT	Montada
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Adagas
PRIVATESHOPSEARCH_DEAD	Morto
PRIVATESHOPSEARCH_DETACHMENT	Manual da Pedra
PRIVATESHOPSEARCH_DIAMOND	Diamante
PRIVATESHOPSEARCH_DS	Alquimia de Pedra do Dragão
PRIVATESHOPSEARCH_DS_BLACK	Ónix
PRIVATESHOPSEARCH_DS_BLUE	Safira
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Rubi
PRIVATESHOPSEARCH_DS_WHITE	Diamante
PRIVATESHOPSEARCH_DS_YELLOW	Granada
PRIVATESHOPSEARCH_EAR	Brincos
PRIVATESHOPSEARCH_FAN	Leques
PRIVATESHOPSEARCH_FISH	Peixes
PRIVATESHOPSEARCH_FOOTS	Sapatos
PRIVATESHOPSEARCH_GEM	Pedras Preciosas
PRIVATESHOPSEARCH_GIFTBOX	Caixas de Presente
PRIVATESHOPSEARCH_HEAD	Elmos
PRIVATESHOPSEARCH_LIVE	Vivo
PRIVATESHOPSEARCH_MATERIAL	Materiais
PRIVATESHOPSEARCH_METIN	Pedras Espíritas
PRIVATESHOPSEARCH_NECK	Colares
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Não podes comprar quaisquer itens sem o pacote correcto.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Não podes procurar quaisquer itens sem o pacote correcto.
PRIVATESHOPSEARCH_NODELAY_POTION	Itens de VD
PRIVATESHOPSEARCH_ORE	Ferro
PRIVATESHOPSEARCH_PET	Sistema de Pets
PRIVATESHOPSEARCH_PETAGG	Ovos de Pet
PRIVATESHOPSEARCH_PETSKILLBOOK	Livros de Habilidade de Pet
PRIVATESHOPSEARCH_PICK	Picaretas
PRIVATESHOPSEARCH_POTION	Poções
PRIVATESHOPSEARCH_QUEST	Missão
PRIVATESHOPSEARCH_QUIVER	Aljavas
PRIVATESHOPSEARCH_RESOURCE	Melhoramento de Itens
PRIVATESHOPSEARCH_ROD	Canas de Pesca
PRIVATESHOPSEARCH_SELECTITEM	Item seleccionado
PRIVATESHOPSEARCH_SHIELD	Escudos
PRIVATESHOPSEARCH_SKILLBOOK	Livros de Habilidades
PRIVATESHOPSEARCH_SKILLFORGET	Livros da Amnésia
PRIVATESHOPSEARCH_SPECIAL	Miscelânea
PRIVATESHOPSEARCH_STONE	Fragmentos de Energia
PRIVATESHOPSEARCH_SWORD	Espadas de 1 Mão
PRIVATESHOPSEARCH_TREASUREBOX	Cofres
PRIVATESHOPSEARCH_TUNING	Pergaminhos
PRIVATESHOPSEARCH_TWOSWORD	Espadas de 2 Mãos
PRIVATESHOPSEARCH_UNIQUE	Únicos
PRIVATESHOPSEARCH_USEITEM	Consumíveis
PRIVATESHOPSEARCH_USESPECIAL	Miscelânea
PRIVATESHOPSEARCH_WEAPON	Armas
PRIVATESHOPSEARCH_WHITE_PEARL	Pérola Branca
PRIVATESHOPSEARCH_WRIST	Pulseiras
PRIVATE_SHOP_CANNOT_SELL_ITEM	Não podes vender este Item numa Loja Privada.
PRIVATE_SHOP_CLOSE_QUESTION	Queres fechar a Loja Privada?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Nome da Loja Privada.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Preço
PVP_LEVEL0	Cavaleiro
PVP_LEVEL1	Nobre
PVP_LEVEL2	Bom
PVP_LEVEL3	Amigável
PVP_LEVEL4	Neutro
PVP_LEVEL5	Agressivo
PVP_LEVEL6	Fraudulento
PVP_LEVEL7	Malicioso
PVP_LEVEL8	Cruel
PVP_MODE_GUILD	PvP - Modo Guild activado.
PVP_MODE_KILL	PvP - Modo Livre activado.
PVP_MODE_NORMAL	PvP - Modo Paz activado.
PVP_MODE_PROTECT	PvP - Modo Protecção activado.
PVP_MODE_REVENGE	PvP - Modo Hostil activado.
PVP_OPTION_KILL	Livre
PVP_OPTION_NORMAL	Paz
PVP_OPTION_PROTECT	Protecção
PVP_OPTION_REVENGE	Hostil
PVP_TOURNAMENT_DO_NOT_AUTO	Não podes usar "Atacar Automaticamente" durante o torneio de PvP.
QUEST_APPEND	Nova Aventura adquirida.
QUEST_HOUR	Hora(s)
QUEST_MIN	Min.
QUEST_SEC	Seg.
QUEST_TIMEOVER	Acabou o Tempo
QUEST_UNLIMITED_TIME	Sem Tempo Limite
QUEST_ZEROSEC	0 Seg.
QUICKSLOT_REGISTER_DISABLE_ITEM	Este Item não pode ser adicionado ao campo de Acesso Rápido.
RANKING	Posição
RANKING_BOARD_MEMBER	Membro
RECEIVE_MESSAGE	%s enviou-te uma mensagem.
REFINE_COST	Custos do melhoramento: %d Yang
REFINE_DESTROY_WARNING	Este Item pode ser destruído enquanto é melhorado.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Queres mesmo melhorar este item?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Se falhares, o item será destruído. Queres continuar?
REFINE_DOWN_GRADE_WARNING	O Item pode ser piorado desta forma.
REFINE_DO_YOU_SEPARATE_METIN	Queres mesmo retirar todas as Pedras Espíritas disponíveis?
REFINE_ELEMENT_CHANGE_TEXT	%s tem agora o elemento %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	O nível do feitiço elemental foi reduzido.
REFINE_ELEMENT_EXIST	O item já tem outro elemento.
REFINE_ELEMENT_GRADE_MAX	Já foi atingido o nível máximo de feitiço elemental.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	O feitiço elemental está disponível apenas para armas +7 ou acima.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Yang insuficiente.
